FIPS,2000_tract,2000_total,2000_white,2000_black,2000_native,2000_asian,2000_other,2000_mixed,2000_latino,2000_pct_white,2000_pct_black,2000_pct_native,2000_pct_asian,PCT_SE_T015_007,2000_pct_other,2000_pct_mixed,2000_pct_latino,2000_over_25,2000_educ_less_hs,2000_educ_hs,2000_educ_some_college,2000_educ_bach,2000_educ_masters,2000_educ_professional,2000_educ_doct,2000_pct_educ_less_hs,2000_pct_educ_educ_hs,2000_pct_educ_some_college,2000_pct_educ_bach,2000_pct_educ_masters,2000_pct_educ_professional,2000_pct_educ_doct,2000_over_16,2000_employed,2000_unemployed,2000_pct_employed,2000_pct_unemployed,2000_med_income_1999,2000_occupied_units,2000_owner,2000_renter,2000_pct_owner,2000_pct_renter,2000_med_value_owner,2000_med_gross_rent
6037192520,192520,5471,311,35,25,904,12,70,4113,5.68,0.64,0.46,16.52,0.02,0.22,1.28,75.18,3161,1828,1333,847,353,74,18,0,57.83,42.17,26.8,11.17,2.34,0.57,0,2471,2214,257,89.6,10.4,27792,1589,159,1430,10.01,89.99,191700,567
6037192610,192610,4742,335,88,19,507,10,79,3703,7.06,1.86,0.4,10.69,0.02,0.21,1.67,78.09,2704,1460,1244,677,219,26,9,0,53.99,46.01,25.04,8.1,0.96,0.33,0,1951,1750,201,89.7,10.3,23954,1403,116,1287,8.27,91.73,181600,573
6037192620,192620,4253,169,63,4,828,11,67,3111,3.97,1.48,0.09,19.47,0,0.26,1.58,73.15,2462,1381,1081,771,307,83,36,8,56.09,43.91,31.32,12.47,3.37,1.46,0.32,1515,1293,222,85.35,14.65,20129,1282,49,1233,3.82,96.18,216200,580
6037192700,192700,3946,344,185,13,891,16,80,2414,8.72,4.69,0.33,22.58,0.08,0.41,2.03,61.18,2381,1084,1297,833,250,57,38,7,45.53,54.47,34.99,10.5,2.39,1.6,0.29,1563,1435,128,91.81,8.19,25717,1091,143,948,13.11,86.89,164400,609
6037194100,194100,6523,5390,230,20,352,14,161,353,82.63,3.53,0.31,5.4,0.05,0.21,2.47,5.41,5399,298,5101,4495,2983,1166,528,71,5.52,94.48,83.26,55.25,21.6,9.78,1.32,4307,4116,191,95.57,4.43,62184,3361,1863,1498,55.43,44.57,710300,939
6037194200,194200,5154,4371,100,12,153,17,167,331,84.81,1.94,0.23,2.97,0.06,0.33,3.24,6.42,4472,200,4272,3742,2718,1113,538,149,4.47,95.53,83.68,60.78,24.89,12.03,3.33,3698,3495,203,94.51,5.49,78684,2936,1720,1216,58.58,41.42,594800,1112
6037194300,194300,1907,1686,35,4,53,5,29,95,88.41,1.84,0.21,2.78,0,0.26,1.52,4.98,1658,96,1562,1354,1019,458,248,36,5.79,94.21,81.66,61.46,27.62,14.96,2.17,1111,1036,75,93.25,6.75,137083,1013,848,165,83.71,16.29,1000001,1578
6037194400,194400,5747,4748,157,7,221,24,142,445,82.62,2.73,0.12,3.85,0.05,0.42,2.47,7.74,4937,537,4400,3728,2358,665,285,52,10.88,89.12,75.51,47.76,13.47,5.77,1.05,3715,3471,244,93.43,6.57,43333,3359,735,2624,21.88,78.12,343400,921
6037194500,194500,2287,1977,23,1,91,16,90,88,86.45,1.01,0.04,3.98,0.04,0.7,3.94,3.85,1937,286,1651,1326,925,311,152,45,14.77,85.23,68.46,47.75,16.06,7.85,2.32,1125,1079,46,95.91,4.09,55833,995,491,504,49.35,50.65,441800,809
6037195100,195100,4550,2534,171,8,930,9,156,735,55.69,3.76,0.18,20.44,0.15,0.2,3.43,16.15,3706,409,3297,2873,2096,895,374,129,11.04,88.96,77.52,56.56,24.15,10.09,3.48,2673,2555,118,95.59,4.41,78050,2072,1368,704,66.02,33.98,426700,802
6037195200,195200,6138,3782,197,17,883,32,293,908,61.62,3.21,0.28,14.39,0.42,0.52,4.77,14.79,5001,403,4598,3964,2676,977,377,61,8.06,91.94,79.26,53.51,19.54,7.54,1.22,3824,3585,239,93.75,6.25,56183,3066,1160,1906,37.83,62.17,363300,780
6037195300,195300,3596,1329,84,5,556,3,258,1358,36.96,2.34,0.14,15.46,0.08,0.08,7.17,37.76,2484,626,1858,1339,719,187,57,14,25.2,74.8,53.9,28.95,7.53,2.29,0.56,1798,1636,162,90.99,9.01,31378,1510,316,1194,20.93,79.07,244400,661
6037195400,195400,4575,2017,157,20,654,27,124,1572,44.09,3.43,0.44,14.3,0.09,0.59,2.71,34.36,3583,735,2848,2294,1351,348,152,62,20.51,79.49,64.02,37.71,9.71,4.24,1.73,2752,2448,304,88.95,11.05,39598,2184,873,1311,39.97,60.03,328600,669
6037195500,195500,5228,1794,123,17,1058,7,139,2084,34.32,2.35,0.33,20.24,0.11,0.13,2.66,39.86,3882,748,3134,2554,1638,488,250,62,19.27,80.73,65.79,42.19,12.57,6.44,1.6,3057,2805,252,91.76,8.24,44485,2253,894,1359,39.68,60.32,284300,712
6037195600,195600,3529,492,50,10,549,6,64,2357,13.94,1.42,0.28,15.56,0.03,0.17,1.81,66.79,2256,1052,1204,854,402,123,28,0,46.63,53.37,37.85,17.82,5.45,1.24,0,1541,1358,183,88.12,11.88,25038,1182,362,820,30.63,69.37,177400,564
6037195710,195710,4978,389,121,26,586,2,45,3799,7.81,2.43,0.52,11.77,0.2,0.04,0.9,76.32,2940,1615,1325,798,355,143,75,8,54.93,45.07,27.14,12.07,4.86,2.55,0.27,1880,1482,398,78.83,21.17,25071,1293,186,1107,14.39,85.61,172900,559
6037195720,195720,3233,196,52,5,398,7,33,2541,6.06,1.61,0.15,12.31,0.03,0.22,1.02,78.6,1916,1052,864,555,241,81,41,15,54.91,45.09,28.97,12.58,4.23,2.14,0.78,1373,1185,188,86.31,13.69,28963,974,170,804,17.45,82.55,176600,540
6037195801,195801,6087,1073,118,28,1039,21,97,3706,17.63,1.94,0.46,17.07,0.08,0.34,1.59,60.88,4086,1554,2532,1828,967,272,98,22,38.03,61.97,44.74,23.67,6.66,2.4,0.54,2863,2486,377,86.83,13.17,28750,2293,474,1819,20.67,79.33,204200,619
6037195802,195802,2909,117,40,16,792,4,53,1886,4.02,1.38,0.55,27.23,0.03,0.14,1.82,64.83,1732,865,867,582,253,29,7,0,49.94,50.06,33.6,14.61,1.67,0.4,0,1347,1088,259,80.77,19.23,26713,885,191,694,21.58,78.42,188100,563
6037195900,195900,7244,1779,224,17,1267,13,155,3780,24.56,3.09,0.23,17.49,0.12,0.18,2.14,52.18,4985,1616,3369,2653,1250,410,126,30,32.42,67.58,53.22,25.08,8.22,2.53,0.6,3676,3362,314,91.46,8.54,29635,3026,610,2416,20.16,79.84,222500,600
6037197110,197110,586,62,12,0,177,0,15,320,10.58,2.05,0,30.2,0,0,2.56,54.61,355,110,245,188,114,58,29,20,30.99,69.01,52.96,32.11,16.34,8.17,5.63,280,262,18,93.57,6.43,26193,182,76,106,41.76,58.24,194100,640
6037197200,197200,4979,608,39,22,1851,4,99,2347,12.21,0.78,0.44,37.18,0.18,0.08,1.99,47.14,3286,1377,1909,1342,656,191,89,35,41.91,58.09,40.84,19.96,5.81,2.71,1.07,2268,2202,66,97.09,2.91,37683,1556,781,775,50.19,49.81,169000,654
6037197300,197300,4679,865,48,12,985,15,84,2670,18.49,1.03,0.26,21.05,0,0.32,1.8,57.06,2940,1305,1635,1127,559,174,69,32,44.39,55.61,38.33,19.01,5.92,2.35,1.09,2037,1823,214,89.49,10.51,25753,1670,417,1253,24.97,75.03,189000,588
6037197410,197410,2936,1014,78,11,315,6,74,1437,34.54,2.66,0.37,10.73,0.03,0.2,2.52,48.94,1955,489,1466,1287,754,275,42,6,25.01,74.99,65.83,38.57,14.07,2.15,0.31,1742,1551,191,89.04,10.96,49125,1191,562,629,47.19,52.81,203900,740
6037197420,197420,4165,550,69,6,548,12,70,2908,13.21,1.66,0.14,13.16,0.05,0.29,1.68,69.82,2363,1065,1298,878,447,112,18,0,45.07,54.93,37.16,18.92,4.74,0.76,0,1931,1711,220,88.61,11.39,28864,1296,337,959,26,74,181700,559
6037197500,197500,5263,507,83,22,911,11,65,3663,9.63,1.58,0.42,17.31,0.02,0.21,1.24,69.6,3088,1643,1445,899,454,176,60,29,53.21,46.79,29.11,14.7,5.7,1.94,0.94,2419,2258,161,93.34,6.66,30383,1623,279,1344,17.19,82.81,200500,575
6037197600,197600,2984,223,14,5,791,7,67,1877,7.47,0.47,0.17,26.51,0,0.23,2.25,62.9,1774,973,801,476,230,65,19,0,54.85,45.15,26.83,12.97,3.66,1.07,0,1314,1182,132,89.95,10.05,24952,916,150,766,16.38,83.62,172700,539
6037197700,197700,5517,302,102,17,3329,2,134,1624,5.47,1.85,0.31,60.34,0.13,0.04,2.43,29.44,3443,1870,1573,1068,426,108,40,0,54.31,45.69,31.02,12.37,3.14,1.16,0,2238,2072,166,92.58,7.42,23529,1780,307,1473,17.25,82.75,152700,626
6037199000,199000,3641,73,7,9,1070,3,19,2460,2,0.19,0.25,29.39,0,0.08,0.52,67.56,2062,1492,570,320,100,21,14,0,72.36,27.64,15.52,4.85,1.02,0.68,0,1322,1191,131,90.09,9.91,21727,950,229,721,24.11,75.89,150600,564
6037199110,199110,2751,84,66,8,181,15,23,2366,3.05,2.4,0.29,6.58,0.29,0.55,0.84,86.01,1626,966,660,408,127,26,0,0,59.41,40.59,25.09,7.81,1.6,0,0,1089,897,192,82.37,17.63,28071,710,342,368,48.17,51.83,123000,678
6037199120,199120,3561,55,14,10,737,0,31,2713,1.54,0.39,0.28,20.7,0.03,0,0.87,76.19,1969,1306,663,317,74,4,0,0,66.33,33.67,16.1,3.76,0.2,0,0,1246,1021,225,81.94,18.06,21354,908,199,709,21.92,78.08,175000,513
6037199201,199201,4444,120,51,18,1295,21,30,2908,2.7,1.15,0.41,29.14,0.02,0.47,0.68,65.44,2287,1640,647,410,130,15,15,6,71.71,28.29,17.93,5.68,0.66,0.66,0.26,1520,1360,160,89.47,10.53,19871,1132,157,975,13.87,86.13,175000,578
6037199202,199202,3164,142,40,21,340,3,27,2589,4.49,1.26,0.66,10.75,0.06,0.09,0.85,81.83,1688,1125,563,331,79,23,0,0,66.65,33.35,19.61,4.68,1.36,0,0,1109,952,157,85.84,14.16,29918,810,308,502,38.02,61.98,128300,587
6037199300,199300,4028,512,98,15,517,4,38,2844,12.71,2.43,0.37,12.84,0,0.1,0.94,70.61,2414,1120,1294,834,372,146,38,9,46.4,53.6,34.55,15.41,6.05,1.57,0.37,1800,1582,218,87.89,12.11,41466,1179,668,511,56.66,43.34,169900,660
6037199400,199400,4956,118,30,9,942,10,46,3797,2.38,0.61,0.18,19.01,0.08,0.2,0.93,76.61,2729,1783,946,507,148,46,18,12,65.34,34.66,18.58,5.42,1.69,0.66,0.44,1739,1598,141,91.89,8.11,25321,1305,349,956,26.74,73.26,155800,594
6037199700,199700,3298,194,12,9,565,3,47,2468,5.88,0.36,0.27,17.13,0,0.09,1.43,74.83,1966,1227,739,417,163,53,5,0,62.41,37.59,21.21,8.29,2.7,0.25,0,1261,1115,146,88.42,11.58,24241,916,175,741,19.1,80.9,165500,572
6037199800,199800,5697,76,2,3,2206,2,38,3370,1.33,0.04,0.05,38.72,0,0.04,0.67,59.15,3273,2344,929,530,145,41,24,6,71.62,28.38,16.19,4.43,1.25,0.73,0.18,1849,1696,153,91.73,8.27,22868,1489,394,1095,26.46,73.54,160500,566
6037199900,199900,2573,49,3,1,477,1,19,2023,1.9,0.12,0.04,18.54,0,0.04,0.74,78.62,1394,1018,376,203,57,0,0,0,73.03,26.97,14.56,4.09,0,0,0,883,802,81,90.83,9.17,20676,732,119,613,16.26,83.74,155700,520
6037201110,201110,1787,127,17,4,164,0,17,1457,7.11,0.95,0.22,9.18,0.06,0,0.95,81.53,1189,603,586,278,70,25,18,9,50.71,49.29,23.38,5.89,2.1,1.51,0.76,799,691,108,86.48,13.52,34531,436,280,156,64.22,35.78,147500,572
6037201120,201120,5238,288,131,28,371,16,36,4364,5.5,2.5,0.53,7.08,0.08,0.31,0.69,83.31,2771,1269,1502,1026,242,47,31,10,45.8,54.2,37.03,8.73,1.7,1.12,0.36,1867,1661,206,88.97,11.03,31628,1425,541,884,37.96,62.04,162800,638
6037201200,201200,2655,90,32,7,177,4,12,2326,3.39,1.21,0.26,6.67,0.26,0.15,0.45,87.61,1487,857,630,350,123,47,36,0,57.63,42.37,23.54,8.27,3.16,2.42,0,1050,935,115,89.05,10.95,24611,691,253,438,36.61,63.39,177300,601
6037201301,201301,3678,184,71,10,445,1,29,2935,5,1.93,0.27,12.1,0.08,0.03,0.79,79.8,2102,1027,1075,712,304,114,6,0,48.86,51.14,33.87,14.46,5.42,0.29,0,1347,1178,169,87.45,12.55,33144,944,438,506,46.4,53.6,159300,568
6037201302,201302,3642,969,314,17,1197,11,142,990,26.61,8.62,0.47,32.87,0.05,0.3,3.9,27.18,2851,349,2502,2306,1529,672,302,104,12.24,87.76,80.88,53.63,23.57,10.59,3.65,2249,2154,95,95.78,4.22,57398,1794,1178,616,65.66,34.34,145300,892
