FIPS,2000_tract,2000_total,2000_white,2000_black,2000_native,2000_asian,2000_other,2000_mixed,2000_latino,2000_pct_white,2000_pct_black,2000_pct_native,2000_pct_asian,PCT_SE_T015_007,2000_pct_other,2000_pct_mixed,2000_pct_latino,2000_over_25,2000_educ_less_hs,2000_educ_hs,2000_educ_some_college,2000_educ_bach,2000_educ_masters,2000_educ_professional,2000_educ_doct,2000_pct_educ_less_hs,2000_pct_educ_educ_hs,2000_pct_educ_some_college,2000_pct_educ_bach,2000_pct_educ_masters,2000_pct_educ_professional,2000_pct_educ_doct,2000_over_16,2000_employed,2000_unemployed,2000_pct_employed,2000_pct_unemployed,2000_med_income_1999,2000_occupied_units,2000_owner,2000_renter,2000_pct_owner,2000_pct_renter,2000_med_value_owner,2000_med_gross_rent
6037101110,101110,4500,2638,75,19,329,9,159,1267,58.62,1.67,0.42,7.31,0.09,0.2,3.53,28.16,2947,572,2375,1597,564,128,47,13,19.41,80.59,54.19,19.14,4.34,1.59,0.44,2217,2052,165,92.56,7.44,41577,1626,818,808,50.31,49.69,153600,701
6037101120,101120,3280,2429,57,4,194,8,102,483,74.05,1.74,0.12,5.91,0.09,0.24,3.11,14.73,2272,270,2002,1525,613,274,124,63,11.88,88.12,67.12,26.98,12.06,5.46,2.77,1618,1566,52,96.79,3.21,53481,1197,1025,172,85.63,14.37,239400,950
6037101210,101210,6066,2496,317,22,337,9,268,2616,41.15,5.23,0.36,5.56,0.02,0.15,4.42,43.13,3501,1264,2237,1403,566,125,80,30,36.1,63.9,40.07,16.17,3.57,2.29,0.86,2851,2468,383,86.57,13.43,31481,2111,287,1824,13.6,86.4,128400,614
6037101220,101220,3028,1568,54,16,162,14,118,1095,51.78,1.78,0.53,5.35,0.03,0.46,3.9,36.16,1924,755,1169,806,236,57,11,0,39.24,60.76,41.89,12.27,2.96,0.57,0,1424,1263,161,88.69,11.31,27585,1204,419,785,34.8,65.2,143500,638
6037101300,101300,3974,3126,18,16,259,5,162,386,78.66,0.45,0.4,6.52,0.05,0.13,4.08,9.71,2926,433,2493,1895,876,372,154,93,14.8,85.2,64.76,29.94,12.71,5.26,3.18,2036,1939,97,95.24,4.76,61471,1488,1271,217,85.42,14.58,226900,923
6037101400,101400,3760,2653,40,10,238,7,170,641,70.56,1.06,0.27,6.33,0.03,0.19,4.52,17.05,2594,462,2132,1596,800,261,129,17,17.81,82.19,61.53,30.84,10.06,4.97,0.66,1975,1825,150,92.41,7.59,49167,1396,1021,375,73.14,26.86,214100,796
6037102101,102101,3387,2120,68,15,181,14,73,914,62.59,2.01,0.44,5.34,0.06,0.41,2.16,26.99,2342,445,1897,1347,522,204,23,13,19,81,57.51,22.29,8.71,0.98,0.56,1557,1433,124,92.04,7.96,51859,1103,792,311,71.8,28.2,259500,695
6037102102,102102,6739,3630,132,26,673,10,227,2037,53.87,1.96,0.39,9.99,0.06,0.15,3.37,30.23,4599,734,3865,2876,1408,578,223,43,15.96,84.04,62.54,30.62,12.57,4.85,0.93,3461,3138,323,90.67,9.33,63958,2380,1900,480,79.83,20.17,195500,1075
6037103101,103101,2610,1806,22,15,216,6,87,456,69.2,0.84,0.57,8.28,0.08,0.23,3.33,17.47,1782,239,1543,1127,384,119,44,18,13.41,86.59,63.24,21.55,6.68,2.47,1.01,1318,1258,60,95.45,4.55,59861,921,794,127,86.21,13.79,203400,1163
6037103102,103102,4462,2698,22,38,371,10,143,1178,60.47,0.49,0.85,8.31,0.04,0.22,3.2,26.4,2912,474,2438,1634,497,97,33,12,16.28,83.72,56.11,17.07,3.33,1.13,0.41,2181,2064,117,94.64,5.36,48485,1570,1106,464,70.45,29.55,161200,740
6037103200,103200,5484,3483,332,16,364,14,198,1066,63.51,6.05,0.29,6.64,0.2,0.26,3.61,19.44,3769,597,3172,2158,1019,308,147,21,15.84,84.16,57.26,27.04,8.17,3.9,0.56,2668,2462,206,92.28,7.72,54423,1994,1267,727,63.54,36.46,206000,651
6037103300,103300,3739,2937,36,15,113,17,106,513,78.55,0.96,0.4,3.02,0.05,0.45,2.83,13.72,2755,197,2558,1899,697,299,90,22,7.15,92.85,68.93,25.3,10.85,3.27,0.8,2038,1993,45,97.79,2.21,73884,1404,1197,207,85.26,14.74,332500,1258
6037103400,103400,6209,4159,95,40,376,5,194,1335,66.98,1.53,0.64,6.06,0.08,0.08,3.12,21.5,4300,680,3620,2649,930,231,110,28,15.81,84.19,61.6,21.63,5.37,2.56,0.65,3195,3106,89,97.21,2.79,47205,2423,1551,872,64.01,35.99,177000,727
6037104103,104103,3840,370,780,12,206,1,71,2398,9.64,20.31,0.31,5.36,0.05,0.03,1.85,62.45,2123,1006,1117,743,303,99,26,0,47.39,52.61,35,14.27,4.66,1.22,0,1675,1460,215,87.16,12.84,56823,781,681,100,87.2,12.8,160800,1147
6037104104,104104,3507,885,712,19,212,6,86,1579,25.24,20.3,0.54,6.05,0.23,0.17,2.45,45.02,2066,598,1468,979,393,98,53,4,28.94,71.06,47.39,19.02,4.74,2.57,0.19,1589,1458,131,91.76,8.24,52609,899,759,140,84.43,15.57,156200,886
6037104105,104105,5233,357,611,13,291,10,37,3913,6.82,11.68,0.25,5.56,0.02,0.19,0.71,74.78,2624,1394,1230,740,296,45,30,0,53.12,46.88,28.2,11.28,1.71,1.14,0,2045,1841,204,90.02,9.98,33641,1344,685,659,50.97,49.03,113400,422
6037104106,104106,4886,363,1001,12,142,4,52,3308,7.43,20.49,0.25,2.91,0.08,0.08,1.06,67.7,2580,1391,1189,636,173,47,19,8,53.91,46.09,24.65,6.71,1.82,0.74,0.31,1861,1766,95,94.9,5.1,35236,1207,553,654,45.82,54.18,148600,721
6037104107,104107,552,373,48,1,13,0,4,113,67.57,8.7,0.18,2.36,0,0,0.72,20.47,372,19,353,294,124,57,21,9,5.11,94.89,79.03,33.33,15.32,5.65,2.42,327,294,33,89.91,10.09,46042,221,170,51,76.92,23.08,177800,738
6037104201,104201,4787,122,692,28,7,1,42,3895,2.55,14.46,0.58,0.15,0,0.02,0.88,81.37,2261,1518,743,421,61,11,0,0,67.14,32.86,18.62,2.7,0.49,0,0,1664,1525,139,91.65,8.35,43417,867,638,229,73.59,26.41,137100,914
6037104202,104202,7809,609,1108,5,234,5,74,5771,7.8,14.19,0.06,3,0.04,0.06,0.95,73.9,4096,2430,1666,1010,272,79,38,7,59.33,40.67,24.66,6.64,1.93,0.93,0.17,3040,2707,333,89.05,10.95,36683,1701,1035,666,60.85,39.15,137200,594
6037104310,104310,3176,43,354,1,16,0,28,2734,1.35,11.15,0.03,0.5,0,0,0.88,86.08,1625,1179,446,218,49,40,27,27,72.55,27.45,13.42,3.02,2.46,1.66,1.66,1001,893,108,89.21,10.79,38984,546,389,157,71.25,28.75,142500,1028
6037104320,104320,5695,83,558,10,63,0,38,4942,1.46,9.8,0.18,1.11,0.02,0,0.67,86.78,2896,2090,806,460,91,18,6,0,72.17,27.83,15.88,3.14,0.62,0.21,0,2068,1753,315,84.77,15.23,37125,1205,658,547,54.61,45.39,139800,525
6037104401,104401,4584,85,27,11,30,1,8,4422,1.85,0.59,0.24,0.65,0,0.02,0.17,96.47,2404,1761,643,237,41,10,4,0,73.25,26.75,9.86,1.71,0.42,0.17,0,1606,1401,205,87.24,12.76,42986,854,582,272,68.15,31.85,145600,661
6037104402,104402,5012,232,10,14,15,0,17,4724,4.63,0.2,0.28,0.3,0,0,0.34,94.25,2514,1865,649,261,67,43,27,0,74.18,25.82,10.38,2.67,1.71,1.07,0,1833,1697,136,92.58,7.42,36557,964,516,448,53.53,46.47,140100,692
6037104500,104500,4847,194,37,14,43,0,6,4548,4,0.76,0.29,0.89,0.1,0,0.12,93.83,2493,1661,832,350,73,23,12,0,66.63,33.37,14.04,2.93,0.92,0.48,0,1811,1644,167,90.78,9.22,42944,941,606,335,64.4,35.6,144100,754
6037104610,104610,3600,75,6,11,40,0,15,3453,2.08,0.17,0.31,1.11,0,0,0.42,95.92,1839,1393,446,245,67,5,5,0,75.75,24.25,13.32,3.64,0.27,0.27,0,1397,1231,166,88.12,11.88,35846,753,352,401,46.75,53.25,137300,635
6037104620,104620,3417,91,6,14,11,2,6,3287,2.66,0.18,0.41,0.32,0,0.06,0.18,96.2,1774,1362,412,162,17,5,0,0,76.78,23.22,9.13,0.96,0.28,0,0,1220,1061,159,86.97,13.03,34524,675,476,199,70.52,29.48,136600,594
6037104701,104701,4168,48,130,4,10,0,10,3965,1.15,3.12,0.1,0.24,0.02,0,0.24,95.13,1897,1603,294,160,6,0,0,0,84.5,15.5,8.43,0.32,0,0,0,1167,945,222,80.98,19.02,20523,851,196,655,23.03,76.97,134900,397
6037104702,104702,6262,512,919,38,87,15,74,4615,8.18,14.68,0.61,1.39,0.03,0.24,1.18,73.7,3273,1778,1495,945,202,88,54,0,54.32,45.68,28.87,6.17,2.69,1.65,0,2553,2291,262,89.74,10.26,32208,1629,943,686,57.89,42.11,78200,710
6037104810,104810,5101,302,43,4,94,2,40,4610,5.92,0.84,0.08,1.84,0.12,0.04,0.78,90.37,2828,1790,1038,391,67,7,7,0,63.3,36.7,13.83,2.37,0.25,0.25,0,2078,1938,140,93.26,6.74,41023,1056,723,333,68.47,31.53,133200,940
6037104820,104820,5389,304,53,13,251,16,35,4715,5.64,0.98,0.24,4.66,0.04,0.3,0.65,87.49,2784,1927,857,430,146,64,11,0,69.22,30.78,15.45,5.24,2.3,0.4,0,1849,1652,197,89.35,10.65,30870,1249,500,749,40.03,59.97,154200,702
6037106010,106010,4139,1144,342,20,155,8,66,2404,27.64,8.26,0.48,3.74,0,0.19,1.59,58.08,2503,563,1940,1467,505,156,31,0,22.49,77.51,58.61,20.18,6.23,1.24,0,2049,1905,144,92.97,7.03,50714,1304,919,385,70.48,29.52,186600,858
6037106020,106020,5817,1328,188,42,204,18,107,3922,22.83,3.23,0.72,3.51,0.14,0.31,1.84,67.42,3286,1090,2196,1510,380,164,85,34,33.17,66.83,45.95,11.56,4.99,2.59,1.03,2787,2630,157,94.37,5.63,55282,1533,1166,367,76.06,23.94,174100,743
6037106111,106111,3869,1429,176,23,208,7,82,1942,36.93,4.55,0.59,5.38,0.05,0.18,2.12,50.19,2425,418,2007,1389,519,195,98,19,17.24,82.76,57.28,21.4,8.04,4.04,0.78,1852,1765,87,95.3,4.7,59494,1171,1046,125,89.33,10.67,175100,1115
6037106112,106112,4753,1205,164,13,76,5,61,3226,25.35,3.45,0.27,1.6,0.06,0.11,1.28,67.87,2738,983,1755,1077,346,108,19,3,35.9,64.1,39.34,12.64,3.94,0.69,0.11,2104,2004,100,95.25,4.75,56030,1179,975,204,82.7,17.3,156500,1065
6037106113,106113,3084,817,110,4,103,8,40,2002,26.49,3.57,0.13,3.34,0,0.26,1.3,64.92,1864,688,1176,775,181,87,48,19,36.91,63.09,41.58,9.71,4.67,2.58,1.02,1430,1320,110,92.31,7.69,57466,797,659,138,82.69,17.31,161100,1130
6037106114,106114,5136,696,293,28,119,6,34,3960,13.55,5.7,0.55,2.32,0,0.12,0.66,77.1,2665,1388,1277,705,209,51,14,0,52.08,47.92,26.45,7.84,1.91,0.53,0,2126,1889,237,88.85,11.15,38176,1413,659,754,46.64,53.36,118600,693
6037106402,106402,6817,2238,297,21,236,6,83,3933,32.83,4.36,0.31,3.46,0.04,0.09,1.22,57.69,4373,1370,3003,1896,592,235,73,31,31.33,68.67,43.36,13.54,5.37,1.67,0.71,2808,2593,215,92.34,7.66,50401,2168,1694,474,78.14,21.86,140700,822
6037106403,106403,3619,490,30,4,52,2,18,3022,13.54,0.83,0.11,1.44,0.03,0.06,0.5,83.5,2047,1233,814,360,138,77,70,0,60.23,39.77,17.59,6.74,3.76,3.42,0,1354,1243,111,91.8,8.2,51176,801,628,173,78.4,21.6,152700,973
6037106404,106404,4833,687,417,13,162,11,64,3470,14.21,8.63,0.27,3.35,0.19,0.23,1.32,71.8,2540,1306,1234,681,232,116,43,4,51.42,48.58,26.81,9.13,4.57,1.69,0.16,1753,1541,212,87.91,12.09,30452,1261,406,855,32.2,67.8,95600,640
6037106510,106510,3651,1262,436,21,154,12,64,1698,34.57,11.94,0.58,4.22,0.11,0.33,1.75,46.51,1922,343,1579,1149,426,107,48,14,17.85,82.15,59.78,22.16,5.57,2.5,0.73,1487,1324,163,89.04,10.96,58750,973,742,231,76.26,23.74,226300,895
6037106520,106520,5717,1074,90,20,44,15,50,4423,18.79,1.57,0.35,0.77,0.02,0.26,0.87,77.37,3232,1772,1460,708,198,39,31,16,54.83,45.17,21.91,6.13,1.21,0.96,0.5,2257,1941,316,86,14,44267,1380,1104,276,80,20,137500,817
6037106602,106602,5536,3511,181,10,864,19,195,753,63.42,3.27,0.18,15.61,0.05,0.34,3.52,13.6,4030,409,3621,2907,1609,607,204,48,10.15,89.85,72.13,39.93,15.06,5.06,1.19,2789,2668,121,95.66,4.34,76965,1963,1727,236,87.98,12.02,277300,1292
6037106603,106603,3051,1760,94,2,765,4,112,314,57.69,3.08,0.07,25.07,0,0.13,3.67,10.29,2133,128,2005,1733,1191,382,146,12,6,94,81.25,55.84,17.91,6.84,0.56,1619,1569,50,96.91,3.09,100724,959,896,63,93.43,6.57,344100,1732
6037106604,106604,4861,619,134,23,368,17,70,3626,12.73,2.76,0.47,7.57,0.08,0.35,1.44,74.59,2710,1127,1583,1053,380,90,21,10,41.59,58.41,38.86,14.02,3.32,0.77,0.37,1987,1852,135,93.21,6.79,50054,1184,706,478,59.63,40.37,179000,644
6037106605,106605,5818,692,178,21,393,2,91,4440,11.89,3.06,0.36,6.75,0.02,0.03,1.56,76.31,3148,1473,1675,981,272,15,15,6,46.79,53.21,31.16,8.64,0.48,0.48,0.19,2471,2317,154,93.77,6.23,53148,1375,972,403,70.69,29.31,171900,634
6037106606,106606,317,304,4,0,4,0,0,5,95.9,1.26,0,1.26,0,0,0,1.58,316,179,137,28,13,0,0,0,56.65,43.35,8.86,4.11,0,0,0,0,0,0,,,0,2,2,0,100,0,0,0
6037106641,106641,2335,1539,56,8,388,12,102,230,65.91,2.4,0.34,16.62,0,0.51,4.37,9.85,1576,130,1446,1258,734,208,56,13,8.25,91.75,79.82,46.57,13.2,3.55,0.82,1174,1118,56,95.23,4.77,88122,768,712,56,92.71,7.29,297500,1667
6037106642,106642,2881,1954,110,2,310,7,129,367,67.82,3.82,0.07,10.76,0.07,0.24,4.48,12.74,2064,200,1864,1562,894,331,93,25,9.69,90.31,75.68,43.31,16.04,4.51,1.21,1595,1552,43,97.3,2.7,70603,997,910,87,91.27,8.73,267400,1476
6037106643,106643,3747,2416,138,7,673,12,142,359,64.48,3.68,0.19,17.96,0,0.32,3.79,9.58,2516,191,2325,1964,1201,572,271,42,7.59,92.41,78.06,47.73,22.73,10.77,1.67,1836,1796,40,97.82,2.18,108496,1139,1083,56,95.08,4.92,474600,1781
6037107010,107010,3225,307,25,5,40,11,31,2804,9.52,0.78,0.16,1.24,0.06,0.34,0.96,86.95,1716,1025,691,364,51,27,20,0,59.73,40.27,21.21,2.97,1.57,1.17,0,1222,1167,55,95.5,4.5,41658,655,510,145,77.86,22.14,152300,902
6037107020,107020,4299,349,62,12,64,5,36,3768,8.12,1.44,0.28,1.49,0.07,0.12,0.84,87.65,2238,1214,1024,524,156,43,16,0,54.24,45.76,23.41,6.97,1.92,0.71,0,1622,1450,172,89.4,10.6,46786,949,659,290,69.44,30.56,148200,747
6037108101,108101,2251,1526,30,3,480,10,80,120,67.79,1.33,0.13,21.32,0.09,0.44,3.55,5.33,1682,140,1542,1282,671,158,47,6,8.32,91.68,76.22,39.89,9.39,2.79,0.36,1235,1172,63,94.9,5.1,63125,783,707,76,90.29,9.71,311800,1755
6037108102,108102,3527,2130,62,1,931,6,103,293,60.39,1.76,0.03,26.4,0.03,0.17,2.92,8.31,2556,146,2410,2008,1267,427,101,33,5.71,94.29,78.56,49.57,16.71,3.95,1.29,1987,1890,97,95.12,4.88,86756,1253,1132,121,90.34,9.66,328900,1659
6037108103,108103,3508,1999,32,4,1138,11,115,208,56.98,0.91,0.11,32.44,0.03,0.31,3.28,5.93,2351,246,2105,1867,1316,481,255,67,10.46,89.54,79.41,55.98,20.46,10.85,2.85,1847,1802,45,97.56,2.44,110434,1063,993,70,93.41,6.59,448100,2000
6037108104,108104,1716,1168,51,7,341,2,41,104,68.07,2.97,0.41,19.87,0.12,0.12,2.39,6.06,1176,90,1086,937,645,252,97,32,7.65,92.35,79.68,54.85,21.43,8.25,2.72,956,920,36,96.23,3.77,109746,570,536,34,94.04,5.96,338600,1684
6037108200,108200,4838,2288,108,5,2047,5,128,255,47.29,2.23,0.1,42.31,0.04,0.1,2.65,5.27,3186,135,3051,2679,2042,689,315,62,4.24,95.76,84.09,64.09,21.63,9.89,1.95,2488,2372,116,95.34,4.66,101044,1602,1466,136,91.51,8.49,363900,1755
6037109100,109100,2450,329,60,12,238,1,19,1791,13.43,2.45,0.49,9.71,0,0.04,0.78,73.1,1438,636,802,513,213,63,11,5,44.23,55.77,35.67,14.81,4.38,0.76,0.35,1071,1006,65,93.93,6.07,53750,595,459,136,77.14,22.86,178300,923
6037109200,109200,3111,1431,129,7,462,11,93,976,46,4.15,0.23,14.85,0.06,0.35,2.99,31.37,1993,373,1620,1123,445,88,35,8,18.72,81.28,56.35,22.33,4.42,1.76,0.4,1622,1516,106,93.46,6.54,63625,918,779,139,84.86,15.14,196600,1268
6037109300,109300,3408,1610,102,21,397,10,53,1210,47.24,2.99,0.62,11.65,0.15,0.29,1.56,35.5,2301,527,1774,1077,423,74,31,0,22.9,77.1,46.81,18.38,3.22,1.35,0,1521,1478,43,97.17,2.83,58077,1115,937,178,84.04,15.96,174800,1184
6037109400,109400,4873,969,141,8,335,5,65,3349,19.89,2.89,0.16,6.87,0.02,0.1,1.33,68.73,3008,1165,1843,1091,316,96,48,0,38.73,61.27,36.27,10.51,3.19,1.6,0,2206,2076,130,94.11,5.89,51178,1349,1069,280,79.24,20.76,159300,950
6037109500,109500,2870,87,35,10,33,1,19,2685,3.03,1.22,0.35,1.15,0,0.03,0.66,93.55,1565,940,625,360,61,26,16,11,60.06,39.94,23,3.9,1.66,1.02,0.7,1166,1115,51,95.63,4.37,40635,669,436,233,65.17,34.83,139200,750
6037109601,109601,3302,937,145,9,370,1,64,1770,28.38,4.39,0.27,11.21,0.18,0.03,1.94,53.6,2090,476,1614,1095,446,96,34,13,22.78,77.22,52.39,21.34,4.59,1.63,0.62,1709,1576,133,92.22,7.78,60104,896,793,103,88.5,11.5,181100,1183
6037109602,109602,4114,1513,177,12,511,16,70,1809,36.78,4.3,0.29,12.42,0.15,0.39,1.7,43.97,2650,606,2044,1364,469,113,49,29,22.87,77.13,51.47,17.7,4.26,1.85,1.09,1816,1664,152,91.63,8.37,55759,1332,971,361,72.9,27.1,181300,744
6037109700,109700,4088,1884,140,8,613,11,87,1343,46.09,3.42,0.2,15,0.05,0.27,2.13,32.85,2860,599,2261,1473,531,106,56,8,20.94,79.06,51.5,18.57,3.71,1.96,0.28,1983,1854,129,93.49,6.51,58424,1373,1081,292,78.73,21.27,188400,1127
6037109800,109800,5543,2382,174,15,775,15,155,2021,42.97,3.14,0.27,13.98,0.11,0.27,2.8,36.46,3607,779,2828,1750,643,148,42,11,21.6,78.4,48.52,17.83,4.1,1.16,0.3,2718,2508,210,92.27,7.73,49226,1782,1242,540,69.7,30.3,186000,929
6037111100,111100,5346,2670,202,24,756,5,145,1541,49.94,3.78,0.45,14.14,0.06,0.09,2.71,28.83,3527,564,2963,1945,782,187,46,27,15.99,84.01,55.15,22.17,5.3,1.3,0.77,2754,2643,111,95.97,4.03,62321,1684,1399,285,83.08,16.92,195200,1199
6037111201,111201,2556,1612,70,4,326,4,93,442,63.07,2.74,0.16,12.75,0.2,0.16,3.64,17.29,1635,178,1457,1038,523,190,90,37,10.89,89.11,63.49,31.99,11.62,5.5,2.26,1116,1055,61,94.53,5.47,61742,820,745,75,90.85,9.15,263400,1694
6037111202,111202,4795,2938,133,31,650,13,209,814,61.27,2.77,0.65,13.56,0.15,0.27,4.36,16.98,3248,393,2855,2156,1031,314,137,55,12.1,87.9,66.38,31.74,9.67,4.22,1.69,2413,2333,80,96.68,3.32,54444,1727,1132,595,65.55,34.45,209700,903
6037111203,111203,6562,4114,172,5,1236,9,193,829,62.69,2.62,0.08,18.84,0.06,0.14,2.94,12.63,4598,392,4206,3427,1952,648,209,68,8.53,91.47,74.53,42.45,14.09,4.55,1.48,3373,3142,231,93.15,6.85,68622,2293,2031,262,88.57,11.43,270300,1370
6037111204,111204,5756,3988,134,5,963,2,138,526,69.28,2.33,0.09,16.73,0,0.03,2.4,9.14,4069,242,3827,3196,2056,819,381,79,5.95,94.05,78.55,50.53,20.13,9.36,1.94,2893,2788,105,96.37,3.63,104832,1903,1808,95,95.01,4.99,371800,2001
6037111301,111301,6714,3424,417,21,1326,27,236,1259,51,6.21,0.31,19.75,0.06,0.4,3.52,18.75,4376,529,3847,2804,1206,320,141,54,12.09,87.91,64.08,27.56,7.31,3.22,1.23,3736,3500,236,93.68,6.32,44028,2659,987,1672,37.12,62.88,198800,799
6037111302,111302,5269,3157,253,15,863,11,225,730,59.92,4.8,0.28,16.38,0.28,0.21,4.27,13.85,3654,215,3439,2858,1600,561,140,75,5.88,94.12,78.22,43.79,15.35,3.83,2.05,2888,2750,138,95.22,4.78,49907,2114,1094,1020,51.75,48.25,259000,788
6037111400,111400,7132,3329,286,22,1385,26,250,1832,46.68,4.01,0.31,19.42,0.03,0.36,3.51,25.69,4602,709,3893,2982,1248,316,120,33,15.41,84.59,64.8,27.12,6.87,2.61,0.72,3507,3333,174,95.04,4.96,46842,2527,1161,1366,45.94,54.06,218200,716
6037113100,113100,6244,4694,136,12,633,3,156,605,75.18,2.18,0.19,10.14,0.08,0.05,2.5,9.69,4432,291,4141,3399,1905,854,321,90,6.57,93.43,76.69,42.98,19.27,7.24,2.03,3202,3084,118,96.31,3.69,93392,2006,1858,148,92.62,7.38,361200,1225
6037113202,113202,4623,3441,104,9,482,5,141,440,74.43,2.25,0.19,10.43,0.02,0.11,3.05,9.52,3441,383,3058,2223,1058,349,121,58,11.13,88.87,64.6,30.75,10.14,3.52,1.69,2670,2509,161,93.97,6.03,59231,1881,1428,453,75.92,24.08,220400,898
6037113211,113211,3839,2994,76,6,342,11,86,321,77.99,1.98,0.16,8.91,0.08,0.29,2.24,8.36,2881,206,2675,2130,1213,398,141,52,7.15,92.85,73.93,42.1,13.81,4.89,1.8,2006,1929,77,96.16,3.84,69837,1547,1347,200,87.07,12.93,204500,1517
6037113212,113212,3050,1886,106,12,532,3,68,439,61.84,3.48,0.39,17.44,0.13,0.1,2.23,14.39,2153,253,1900,1441,630,234,82,10,11.75,88.25,66.93,29.26,10.87,3.81,0.46,1675,1597,78,95.34,4.66,66130,1070,705,365,65.89,34.11,233200,901
6037113213,113213,4394,2588,125,28,837,7,147,656,58.9,2.84,0.64,19.05,0.14,0.16,3.35,14.93,3051,436,2615,1840,900,305,113,50,14.29,85.71,60.31,29.5,10,3.7,1.64,2403,2298,105,95.63,4.37,57558,1628,992,636,60.93,39.07,218300,857
6037113231,113231,2103,1616,55,7,205,1,68,149,76.84,2.62,0.33,9.75,0.1,0.05,3.23,7.09,1532,185,1347,1003,594,185,51,40,12.08,87.92,65.47,38.77,12.08,3.33,2.61,1043,971,72,93.1,6.9,82680,763,651,112,85.32,14.68,292600,910
6037113232,113232,3907,2735,134,6,389,9,142,487,70,3.43,0.15,9.96,0.13,0.23,3.63,12.46,2769,285,2484,1898,1022,445,173,61,10.29,89.71,68.54,36.91,16.07,6.25,2.2,2076,1993,83,96,4,66731,1334,1176,158,88.16,11.84,293500,1364
6037113233,113233,6222,2071,459,26,562,13,202,2882,33.29,7.38,0.42,9.03,0.11,0.21,3.25,46.32,3695,1038,2657,1701,576,158,35,15,28.09,71.91,46.04,15.59,4.28,0.95,0.41,2777,2616,161,94.2,5.8,33929,2248,639,1609,28.43,71.57,112500,697
6037113234,113234,4224,1417,135,10,551,14,128,1952,33.55,3.2,0.24,13.04,0.4,0.33,3.03,46.21,2695,790,1905,1201,435,75,22,0,29.31,70.69,44.56,16.14,2.78,0.82,0,1785,1676,109,93.89,6.11,29028,1472,671,801,45.58,54.42,64800,648
6037113301,113301,1915,1426,49,1,209,6,43,181,74.46,2.56,0.05,10.91,0,0.31,2.25,9.45,1261,160,1101,923,611,209,117,17,12.69,87.31,73.2,48.45,16.57,9.28,1.35,936,871,65,93.06,6.94,110360,631,599,32,94.93,5.07,417800,2001
6037113303,113303,3855,2555,86,12,412,1,97,687,66.28,2.23,0.31,10.69,0.13,0.03,2.52,17.82,2743,401,2342,1654,725,192,90,10,14.62,85.38,60.3,26.43,7,3.28,0.36,1899,1751,148,92.21,7.79,57355,1383,1201,182,86.84,13.16,220500,1108
6037113321,113321,5385,2501,267,14,1012,14,238,1330,46.44,4.96,0.26,18.79,0.17,0.26,4.42,24.7,3524,590,2934,2195,920,230,55,11,16.74,83.26,62.29,26.11,6.53,1.56,0.31,3114,2962,152,95.12,4.88,45906,2306,624,1682,27.06,72.94,147100,753
6037113322,113322,3917,2677,107,8,646,9,91,375,68.34,2.73,0.2,16.49,0.1,0.23,2.32,9.57,2928,182,2746,2092,1156,348,122,55,6.22,93.78,71.45,39.48,11.89,4.17,1.88,2162,2062,100,95.37,4.63,76041,1342,1200,142,89.42,10.58,275400,1579
6037113401,113401,5037,2366,179,16,782,12,158,1520,46.97,3.55,0.32,15.53,0.08,0.24,3.14,30.18,3432,754,2678,2077,1093,272,123,42,21.97,78.03,60.52,31.85,7.93,3.58,1.22,2887,2698,189,93.45,6.55,64355,1620,1231,389,75.99,24.01,192500,911
6037113421,113421,5713,1998,387,8,638,27,234,2419,34.97,6.77,0.14,11.17,0.04,0.47,4.1,42.34,3425,918,2507,1760,692,214,119,13,26.8,73.2,51.39,20.2,6.25,3.47,0.38,2894,2713,181,93.75,6.25,40549,1990,455,1535,22.86,77.14,185300,769
6037113422,113422,5948,2491,374,19,973,27,174,1875,41.88,6.29,0.32,16.36,0.25,0.45,2.93,31.52,3906,956,2950,2035,692,229,93,14,24.48,75.52,52.1,17.72,5.86,2.38,0.36,3085,2924,161,94.78,5.22,48906,2116,1087,1029,51.37,48.63,178500,726
6037115101,115101,4771,3673,85,9,433,18,128,424,76.99,1.78,0.19,9.08,0.02,0.38,2.68,8.89,3414,262,3152,2679,1736,718,412,124,7.67,92.33,78.47,50.85,21.03,12.07,3.63,2600,2477,123,95.27,4.73,100681,1668,1556,112,93.29,6.71,409400,1256
6037115102,115102,5639,2555,823,16,1002,59,194,974,45.31,14.59,0.28,17.77,0.28,1.05,3.44,17.27,2266,110,2156,1732,1004,398,224,75,4.85,95.15,76.43,44.31,17.56,9.89,3.31,3990,2070,1920,51.88,48.12,41267,1498,507,991,33.85,66.15,275600,846
6037115201,115201,5728,2894,360,7,1227,20,232,981,50.52,6.28,0.12,21.42,0.12,0.35,4.05,17.13,3738,465,3273,2716,1368,544,206,75,12.44,87.56,72.66,36.6,14.55,5.51,2.01,3455,3228,227,93.43,6.57,37284,2652,736,1916,27.75,72.25,243900,764
6037115202,115202,4674,2161,333,16,892,11,181,1073,46.23,7.12,0.34,19.08,0.15,0.24,3.87,22.96,2923,453,2470,1944,968,366,93,51,15.5,84.5,66.51,33.12,12.52,3.18,1.74,2723,2417,306,88.76,11.24,42463,1863,768,1095,41.22,58.78,198900,706
6037115301,115301,3636,2442,136,7,498,1,121,426,67.16,3.74,0.19,13.7,0.14,0.03,3.33,11.72,2688,289,2399,1956,1111,375,159,55,10.75,89.25,72.77,41.33,13.95,5.92,2.05,1897,1806,91,95.2,4.8,56799,1483,1072,411,72.29,27.71,285600,788
