fips,tract_name,Geo_LOGRECNO,geo_tract,Geo_AREALAND,Geo_AREAWATR,Geo_GCUNI,total_hu,Geo_INTPTLAT,Geo_INTPTLON,total_pop,nhw,nhb,nhamin,nha,latino,pct_nhw,pct_nhb,pct_nhamin,pct_nha,pct_latino,ohu,ohu_oo,ohu_ro,pct_oo,pct_ro
6037215102,Census Tract 2151.02,319097,215102,257693,0,Y,2206,+34.0649905,-118.3456014,3110,1974,209,6,450,355,63.47,6.72,0.19,14.47,11.41,2043,14,2029,0.69,99.31
6037216100,Census Tract 2161,319100,216100,675031,0,N,1116,+34.0569256,-118.3379721,2289,1001,476,3,398,292,43.73,20.8,0.13,17.39,12.76,1026,537,489,52.34,47.66
6037216200,Census Tract 2162,319104,216200,964417,0,N,2644,+34.0571243,-118.3482415,4911,1906,1211,14,832,740,38.81,24.66,0.29,16.94,15.07,2475,612,1863,24.73,75.27
6037216300,Census Tract 2163,319110,216300,1272857,0,N,2502,+34.0599709,-118.3622105,4526,2779,473,10,664,423,61.4,10.45,0.22,14.67,9.35,2327,838,1489,36.01,63.99
6037216401,Census Tract 2164.01,319115,216401,409972,0,Y,2373,+34.0566897,-118.3797435,4189,3079,192,16,326,323,73.5,4.58,0.38,7.78,7.71,2101,210,1891,10,90
6037216402,Census Tract 2164.02,319118,216402,229443,0,Y,1532,+34.0611535,-118.3804364,2615,2035,83,7,173,140,77.82,3.17,0.27,6.62,5.35,1351,254,1097,18.8,81.2
6037216700,Census Tract 2167,319121,216700,777949,0,N,1744,+34.0482451,-118.371949,3709,1173,1269,11,312,747,31.63,34.21,0.3,8.41,20.14,1607,550,1057,34.23,65.77
6037216800,Census Tract 2168,319125,216800,739843,0,N,1614,+34.0557841,-118.3706043,3289,2091,288,4,197,597,63.58,8.76,0.12,5.99,18.15,1473,539,934,36.59,63.41
6037216900,Census Tract 2169,319130,216900,1094558,0,N,2555,+34.0499363,-118.3631083,5060,1769,1733,16,302,999,34.96,34.25,0.32,5.97,19.74,2382,912,1470,38.29,61.71
6037217001,Census Tract 2170.01,319136,217001,548535,0,Y,1075,+34.0523836,-118.38703,2654,2212,80,2,71,182,83.35,3.01,0.08,2.68,6.86,984,413,571,41.97,58.03
6037217002,Census Tract 2170.02,319140,217002,771339,0,Y,2370,+34.0495333,-118.3804933,4977,3299,478,5,421,541,66.28,9.6,0.1,8.46,10.87,2212,574,1638,25.95,74.05
6037217100,Census Tract 2171,319144,217100,897832,0,N,2468,+34.0489658,-118.3545296,5374,1075,1783,20,243,2036,20,33.18,0.37,4.52,37.89,2266,661,1605,29.17,70.83
6037217200,Census Tract 2172,319150,217200,919064,0,N,1669,+34.0495840,-118.3424594,3905,675,1151,4,322,1599,17.29,29.48,0.1,8.25,40.95,1556,432,1124,27.76,72.24
6037218110,Census Tract 2181.10,319155,218110,598601,0,N,1217,+34.0443254,-118.3275531,3453,195,802,5,499,1885,5.65,23.23,0.14,14.45,54.59,1127,277,850,24.58,75.42
6037218120,Census Tract 2181.20,319158,218120,445211,0,N,1466,+34.0435631,-118.3206759,4530,102,503,7,697,3127,2.25,11.1,0.15,15.39,69.03,1359,232,1127,17.07,82.93
6037218210,Census Tract 2182.10,319162,218210,388481,0,N,1256,+34.0427907,-118.3423056,4457,144,1002,2,40,3182,3.23,22.48,0.04,0.9,71.39,1157,211,946,18.24,81.76
6037218220,Census Tract 2182.20,319166,218220,672777,0,N,1563,+34.0434012,-118.3348919,4358,298,1450,5,207,2271,6.84,33.27,0.11,4.75,52.11,1436,474,962,33.01,66.99
6037218300,Census Tract 2183,319170,218300,891389,9421,N,2166,+34.0427467,-118.3548171,5520,374,1860,12,185,2912,6.78,33.7,0.22,3.35,52.75,2009,608,1401,30.26,69.74
6037218400,Census Tract 2184,319176,218400,656665,0,N,1494,+34.0369278,-118.3592342,4714,194,1248,6,48,3112,4.12,26.47,0.13,1.02,66.02,1388,434,954,31.27,68.73
6037218500,Census Tract 2185,319181,218500,523502,0,N,1038,+34.0373844,-118.3505675,2869,153,992,2,76,1556,5.33,34.58,0.07,2.65,54.23,950,339,611,35.68,64.32
6037218600,Census Tract 2186,319184,218600,430380,0,N,1104,+34.0371852,-118.3427412,3142,186,1137,6,69,1656,5.92,36.19,0.19,2.2,52.71,1015,370,645,36.45,63.55
6037218701,Census Tract 2187.01,319188,218701,549908,0,Y,881,+34.0373889,-118.3333058,2430,121,1014,9,170,1029,4.98,41.73,0.37,7,42.35,824,325,499,39.44,60.56
6037218702,Census Tract 2187.02,319191,218702,359672,0,Y,848,+34.0334074,-118.3337765,2176,75,821,2,59,1170,3.45,37.73,0.09,2.71,53.77,744,158,586,21.24,78.76
6037218800,Census Tract 2188,319194,218800,411646,0,N,937,+34.0377797,-118.3230095,2658,73,667,4,218,1657,2.75,25.09,0.15,8.2,62.34,875,197,678,22.51,77.49
6037218900,Census Tract 2189,319197,218900,703403,0,N,2145,+34.0326941,-118.3230172,5464,281,2142,9,155,2731,5.14,39.2,0.16,2.84,49.98,1947,278,1669,14.28,85.72
6037219010,Census Tract 2190.10,319201,219010,440857,0,N,833,+34.0276144,-118.3229262,2814,74,756,0,75,1848,2.63,26.87,0,2.67,65.67,781,404,377,51.73,48.27
6037219020,Census Tract 2190.20,319204,219020,726494,0,N,1473,+34.0222083,-118.3226729,4798,135,1328,15,123,3102,2.81,27.68,0.31,2.56,64.65,1392,663,729,47.63,52.37
6037219300,Census Tract 2193,319208,219300,651811,0,N,1442,+34.0267587,-118.3318299,3700,93,1246,13,178,2072,2.51,33.68,0.35,4.81,56,1333,349,984,26.18,73.82
6037219500,Census Tract 2195,319212,219500,557587,0,N,760,+34.0209191,-118.3405648,1737,63,948,4,326,337,3.63,54.58,0.23,18.77,19.4,717,493,224,68.76,31.24
6037219700,Census Tract 2197,319215,219700,1092488,0,Y,1411,+34.0277561,-118.3490693,4306,132,1279,22,50,2744,3.07,29.7,0.51,1.16,63.73,1307,596,711,45.6,54.4
6037219800,Census Tract 2198,319219,219800,446134,0,Y,1018,+34.0299390,-118.3547601,3310,48,712,8,36,2459,1.45,21.51,0.24,1.09,74.29,952,270,682,28.36,71.64
6037219901,Census Tract 2199.01,319223,219901,524891,0,Y,1470,+34.0297377,-118.3605226,5234,115,840,6,30,4179,2.2,16.05,0.11,0.57,79.84,1399,362,1037,25.88,74.12
6037219902,Census Tract 2199.02,319227,219902,798150,2668,Y,1237,+34.0293100,-118.368517,4113,143,848,5,66,2971,3.48,20.62,0.12,1.6,72.23,1188,570,618,47.98,52.02
6037220000,Census Tract 2200,319231,220000,971788,0,N,2048,+34.0278406,-118.3401928,5345,133,2294,12,129,2645,2.49,42.92,0.22,2.41,49.49,1914,685,1229,35.79,64.21
6037220100,Census Tract 2201,319237,220100,979761,635,N,1034,+34.0251238,-118.3651555,2334,105,1361,1,141,669,4.5,58.31,0.04,6.04,28.66,1000,452,548,45.2,54.8
6037221110,Census Tract 2211.10,319241,221110,234230,0,N,1148,+34.0457195,-118.2878287,3565,87,43,6,252,3160,2.44,1.21,0.17,7.07,88.64,1053,71,982,6.74,93.26
6037221120,Census Tract 2211.20,319244,221120,317504,0,N,869,+34.0421001,-118.2878972,3373,70,55,4,60,3157,2.08,1.63,0.12,1.78,93.6,842,118,724,14.01,85.99
6037221210,Census Tract 2212.10,319247,221210,358782,0,N,910,+34.0436623,-118.3028633,3300,93,166,8,307,2685,2.82,5.03,0.24,9.3,81.36,860,185,675,21.51,78.49
6037221220,Census Tract 2212.20,319250,221220,659408,0,N,1027,+34.0435737,-118.2960214,3378,77,70,4,217,2987,2.28,2.07,0.12,6.42,88.43,972,162,810,16.67,83.33
6037221302,Census Tract 2213.02,319253,221302,462145,0,N,1347,+34.0417457,-118.3114921,4403,210,808,8,355,2949,4.77,18.35,0.18,8.06,66.98,1254,171,1083,13.64,86.36
6037221303,Census Tract 2213.03,319256,221303,233967,0,Y,799,+34.0453825,-118.3084384,2551,86,195,14,282,1958,3.37,7.64,0.55,11.05,76.75,729,101,628,13.85,86.15
6037221304,Census Tract 2213.04,319259,221304,227251,0,Y,1116,+34.0453620,-118.3146461,3319,105,753,7,611,1796,3.16,22.69,0.21,18.41,54.11,1050,70,980,6.67,93.33
6037221401,Census Tract 2214.01,319262,221401,542311,0,Y,1366,+34.0338860,-118.3132694,3359,294,1423,10,126,1429,8.75,42.36,0.3,3.75,42.54,1279,154,1125,12.04,87.96
6037221402,Census Tract 2214.02,319265,221402,532312,0,Y,946,+34.0384431,-118.3090474,2715,227,770,5,320,1329,8.36,28.36,0.18,11.79,48.95,873,202,671,23.14,76.86
6037221500,Census Tract 2215,319268,221500,380722,0,N,1244,+34.0348455,-118.3046372,3507,63,785,6,140,2391,1.8,22.38,0.17,3.99,68.18,1145,140,1005,12.23,87.77
6037221601,Census Tract 2216.01,319271,221601,369897,0,Y,940,+34.0348166,-118.2959265,3403,116,334,10,132,2768,3.41,9.81,0.29,3.88,81.34,889,204,685,22.95,77.05
6037221602,Census Tract 2216.02,319274,221602,522817,0,Y,854,+34.0384299,-118.2921024,2816,49,115,0,81,2549,1.74,4.08,0,2.88,90.52,807,91,716,11.28,88.72
6037221710,Census Tract 2217.10,319278,221710,327957,0,N,941,+34.0346981,-118.2876316,2621,157,196,0,236,2005,5.99,7.48,0,9,76.5,857,139,718,16.22,83.78
6037221810,Census Tract 2218.10,319281,221810,304336,0,N,1048,+34.0306568,-118.2923015,2773,510,231,5,520,1417,18.39,8.33,0.18,18.75,51.1,986,94,892,9.53,90.47
6037221820,Census Tract 2218.20,319284,221820,204263,0,N,1188,+34.0304526,-118.2864985,3095,958,207,1,1251,533,30.95,6.69,0.03,40.42,17.22,1117,39,1078,3.49,96.51
6037221900,Census Tract 2219,319287,221900,409739,0,N,1098,+34.0267694,-118.2895621,3664,975,295,1,1161,1057,26.61,8.05,0.03,31.69,28.85,1023,79,944,7.72,92.28
6037222001,Census Tract 2220.01,319290,222001,474298,0,Y,910,+34.0281954,-118.3132805,3237,130,867,10,63,2066,4.02,26.78,0.31,1.95,63.82,858,424,434,49.42,50.58
6037222002,Census Tract 2220.02,319293,222002,655700,0,Y,1355,+34.0218914,-118.3132782,4655,140,1353,2,24,3039,3.01,29.07,0.04,0.52,65.28,1285,560,725,43.58,56.42
6037222100,Census Tract 2221,319298,222100,478935,0,N,1166,+34.0273170,-118.3023777,3877,132,928,2,93,2629,3.4,23.94,0.05,2.4,67.81,1097,316,781,28.81,71.19
6037222200,Census Tract 2222,319302,222200,481869,0,N,1258,+34.0309167,-118.3024156,3965,225,935,5,137,2573,5.67,23.58,0.13,3.46,64.89,1183,242,941,20.46,79.54
6037222500,Census Tract 2225,319305,222500,652465,0,N,1347,+34.0218497,-118.3045508,4963,74,1149,15,82,3556,1.49,23.15,0.3,1.65,71.65,1277,441,836,34.53,65.47
6037222600,Census Tract 2226,319309,222600,651938,0,N,1813,+34.0218424,-118.295871,5631,434,1358,6,588,3069,7.71,24.12,0.11,10.44,54.5,1694,269,1425,15.88,84.12
6037222700,Census Tract 2227,319313,222700,817399,0,Y,272,+34.0209197,-118.2856809,3748,1747,156,1,1185,436,46.61,4.16,0.03,31.62,11.63,266,1,265,0.38,99.62
6037224010,Census Tract 2240.10,319315,224010,830412,0,Y,1235,+34.0367637,-118.2658977,2433,188,343,9,131,1735,7.73,14.1,0.37,5.38,71.31,1111,1,1110,0.09,99.91
6037224020,Census Tract 2240.20,319318,224020,1232332,0,Y,1007,+34.0304827,-118.2686568,2789,134,235,3,50,2333,4.8,8.43,0.11,1.79,83.65,908,66,842,7.27,92.73
6037224200,Census Tract 2242,319321,224200,367976,0,N,714,+34.0406231,-118.2767157,2392,44,40,0,46,2252,1.84,1.67,0,1.92,94.15,683,72,611,10.54,89.46
6037224310,Census Tract 2243.10,319324,224310,180792,0,N,641,+34.0443840,-118.2827213,2025,87,33,1,78,1811,4.3,1.63,0.05,3.85,89.43,586,46,540,7.85,92.15
6037224320,Census Tract 2243.20,319327,224320,290536,0,N,1071,+34.0415884,-118.280853,3224,45,125,2,83,2965,1.4,3.88,0.06,2.57,91.97,1018,60,958,5.89,94.11
6037224410,Census Tract 2244.10,319330,224410,453707,0,N,1130,+34.0351392,-118.2799814,3140,388,129,1,740,1832,12.36,4.11,0.03,23.57,58.34,1041,137,904,13.16,86.84
6037224420,Census Tract 2244.20,319333,224420,358683,0,N,773,+34.0316495,-118.2769037,2369,125,162,6,100,1961,5.28,6.84,0.25,4.22,82.78,742,42,700,5.66,94.34
6037224600,Census Tract 2246,319336,224600,718924,0,N,811,+34.0222989,-118.2718023,3425,87,300,0,38,2960,2.54,8.76,0,1.11,86.42,768,91,677,11.85,88.15
6037224700,Census Tract 2247,319339,224700,635820,0,Y,891,+34.0262403,-118.280016,4856,2673,237,3,1089,648,55.05,4.88,0.06,22.43,13.34,836,6,830,0.72,99.28
6037226001,Census Tract 2260.01,319343,226001,1035522,0,Y,530,+34.0244835,-118.2502739,2068,36,126,4,54,1843,1.74,6.09,0.19,2.61,89.12,482,100,382,20.75,79.25
6037226002,Census Tract 2260.02,319346,226002,2567591,0,Y,1076,+34.0326196,-118.2477686,1604,364,293,6,107,799,22.69,18.27,0.37,6.67,49.81,794,77,717,9.7,90.3
6037226410,Census Tract 2264.10,319349,226410,282483,0,N,842,+34.0241996,-118.2622815,3491,18,95,3,42,3327,0.52,2.72,0.09,1.2,95.3,816,124,692,15.2,84.8
6037226420,Census Tract 2264.20,319352,226420,426940,0,N,1199,+34.0218419,-118.2570623,4906,16,379,1,54,4439,0.33,7.73,0.02,1.1,90.48,1129,242,887,21.43,78.57
6037226700,Census Tract 2267,319356,226700,782727,0,N,1324,+34.0173502,-118.2621294,6170,32,237,0,9,5866,0.52,3.84,0,0.15,95.07,1272,343,929,26.97,73.03
6037227010,Census Tract 2270.10,319361,227010,579199,0,N,1059,+34.0185256,-118.2469968,4662,28,329,3,1,4293,0.6,7.06,0.06,0.02,92.08,1000,236,764,23.6,76.4
6037227020,Census Tract 2270.20,319364,227020,440119,0,N,751,+34.0157537,-118.251933,3599,10,234,0,7,3339,0.28,6.5,0,0.19,92.78,721,201,520,27.88,72.12
6037228100,Census Tract 2281,319367,228100,1003327,0,N,1072,+34.0096170,-118.2439607,4916,22,357,6,7,4487,0.45,7.26,0.12,0.14,91.27,1014,330,684,32.54,67.46
6037228210,Census Tract 2282.10,319371,228210,411032,0,N,1010,+34.0104120,-118.2534818,3806,64,415,2,105,3207,1.68,10.9,0.05,2.76,84.26,961,243,718,25.29,74.71
6037228220,Census Tract 2282.20,319374,228220,366214,0,N,932,+34.0060455,-118.2513193,4389,38,495,1,4,3809,0.87,11.28,0.02,0.09,86.79,874,262,612,29.98,70.02
6037228310,Census Tract 2283.10,319378,228310,546319,0,N,1037,+34.0113510,-118.262416,4449,23,288,2,4,4108,0.52,6.47,0.04,0.09,92.34,986,253,733,25.66,74.34
6037228320,Census Tract 2283.20,319383,228320,337049,0,N,759,+34.0078219,-118.2636361,3219,11,321,3,1,2872,0.34,9.97,0.09,0.03,89.22,676,188,488,27.81,72.19
6037228410,Census Tract 2284.10,319387,228410,277715,0,N,730,+34.0137400,-118.2691132,3320,34,202,1,4,3050,1.02,6.08,0.03,0.12,91.87,694,185,509,26.66,73.34
6037228420,Census Tract 2284.20,319391,228420,277392,0,N,726,+34.0082598,-118.2718914,3150,13,332,1,1,2780,0.41,10.54,0.03,0.03,88.25,684,143,541,20.91,79.09
6037228500,Census Tract 2285,319394,228500,448887,0,N,1128,+34.0034919,-118.2690648,5220,33,492,2,4,4654,0.63,9.43,0.04,0.08,89.16,1058,303,755,28.64,71.36
6037228600,Census Tract 2286,319398,228600,526963,0,N,1114,+34.0036935,-118.2608661,5049,64,544,0,15,4387,1.27,10.77,0,0.3,86.89,1047,265,782,25.31,74.69
6037228710,Census Tract 2287.10,319401,228710,404789,0,N,986,+33.9993679,-118.2542903,4235,27,404,1,52,3731,0.64,9.54,0.02,1.23,88.1,931,247,684,26.53,73.47
6037228720,Census Tract 2287.20,319404,228720,404152,0,N,1001,+33.9993670,-118.2499406,4492,22,489,4,2,3940,0.49,10.89,0.09,0.04,87.71,934,291,643,31.16,68.84
6037228800,Census Tract 2288,319408,228800,844483,0,N,1226,+33.9992469,-118.2432565,5575,31,509,2,85,4910,0.56,9.13,0.04,1.52,88.07,1163,341,822,29.32,70.68
6037228900,Census Tract 2289,319413,228900,515515,0,N,776,+33.9920544,-118.2430143,3216,16,315,7,93,2770,0.5,9.79,0.22,2.89,86.13,756,128,628,16.93,83.07
6037229100,Census Tract 2291,319416,229100,475049,0,N,967,+33.9921607,-118.2520958,4557,26,417,1,2,4090,0.57,9.15,0.02,0.04,89.75,906,364,542,40.18,59.82
6037229200,Census Tract 2292,319419,229200,445674,0,N,1153,+33.9982715,-118.2608283,4394,28,710,3,36,3589,0.64,16.16,0.07,0.82,81.68,1051,277,774,26.36,73.64
6037229300,Census Tract 2293,319422,229300,502402,529,N,1300,+33.9979135,-118.2706778,5498,55,581,1,11,4824,1,10.57,0.02,0.2,87.74,1207,258,949,21.38,78.62
6037229410,Census Tract 2294.10,319426,229410,542426,0,N,786,+33.9922359,-118.2695618,3343,32,480,4,15,2794,0.96,14.36,0.12,0.45,83.58,729,216,513,29.63,70.37
6037229420,Census Tract 2294.20,319429,229420,584157,0,N,1023,+33.9925311,-118.2608177,4729,14,541,6,3,4134,0.3,11.44,0.13,0.06,87.42,970,361,609,37.22,62.78
6037231100,Census Tract 2311,319432,231100,894058,0,Y,704,+34.0152478,-118.2765579,3350,134,675,27,44,2426,4,20.15,0.81,1.31,72.42,662,99,563,14.95,85.05
6037231210,Census Tract 2312.10,319436,231210,320681,0,N,1124,+34.0145285,-118.2980282,3688,79,877,4,54,2626,2.14,23.78,0.11,1.46,71.2,1036,191,845,18.44,81.56
6037231220,Census Tract 2312.20,319439,231220,965181,0,N,1142,+34.0145635,-118.2893753,3824,49,825,14,102,2780,1.28,21.57,0.37,2.67,72.7,1068,128,940,11.99,88.01
6037231300,Census Tract 2313,319442,231300,657454,0,N,1584,+34.0145164,-118.304538,5348,87,1617,15,60,3425,1.63,30.24,0.28,1.12,64.04,1473,494,979,33.54,66.46
6037231400,Census Tract 2314,319447,231400,621035,0,N,1512,+34.0145548,-118.3129995,4688,64,1461,8,115,2967,1.37,31.16,0.17,2.45,63.29,1405,501,904,35.66,64.34
6037231500,Census Tract 2315,319451,231500,919207,0,N,1430,+34.0072777,-118.3108266,4752,56,1935,5,114,2565,1.18,40.72,0.11,2.4,53.98,1362,796,566,58.44,41.56
6037231600,Census Tract 2316,319455,231600,954663,0,N,2097,+34.0072734,-118.2980319,7110,104,2115,9,88,4668,1.46,29.75,0.13,1.24,65.65,1918,610,1308,31.8,68.2
6037231710,Census Tract 2317.10,319461,231710,323785,0,N,1271,+34.0073136,-118.2893576,4358,20,820,12,12,3449,0.46,18.82,0.28,0.28,79.14,1169,115,1054,9.84,90.16
6037231720,Census Tract 2317.20,319465,231720,472238,0,Y,1504,+34.0074463,-118.284071,4966,61,856,3,107,3876,1.23,17.24,0.06,2.15,78.05,1377,313,1064,22.73,77.27
6037231800,Census Tract 2318,319469,231800,520258,0,N,1390,+34.0074446,-118.2774651,5303,60,590,4,4,4609,1.13,11.13,0.08,0.08,86.91,1294,238,1056,18.39,81.61
6037231900,Census Tract 2319,319473,231900,568843,0,N,1438,+33.9997716,-118.2773419,5968,43,883,5,15,4995,0.72,14.8,0.08,0.25,83.7,1342,340,1002,25.34,74.66
6037232110,Census Tract 2321.10,319476,232110,380033,0,N,873,+33.9994947,-118.2893178,3191,17,869,1,2,2257,0.53,27.23,0.03,0.06,70.73,799,214,585,26.78,73.22
6037232120,Census Tract 2321.20,319479,232120,521875,0,Y,1378,+33.9996748,-118.2839315,5263,39,1016,19,16,4119,0.74,19.3,0.36,0.3,78.26,1307,303,1004,23.18,76.82
6037232200,Census Tract 2322,319483,232200,522957,0,N,885,+34.0017243,-118.2978735,3119,43,1089,4,5,1934,1.38,34.92,0.13,0.16,62.01,794,324,470,40.81,59.19
6037232300,Census Tract 2323,319487,232300,628761,0,N,1068,+33.9974228,-118.2981841,3926,28,1297,8,6,2532,0.71,33.04,0.2,0.15,64.49,992,548,444,55.24,44.76
6037232400,Census Tract 2324,319491,232400,1112951,0,N,1984,+33.9993836,-118.3108346,6957,89,2753,10,52,3926,1.28,39.57,0.14,0.75,56.43,1854,858,996,46.28,53.72
6037232500,Census Tract 2325,319497,232500,767691,0,N,1438,+33.9920834,-118.3108167,4619,28,1884,9,8,2627,0.61,40.79,0.19,0.17,56.87,1337,522,815,39.04,60.96
6037232600,Census Tract 2326,319502,232600,795281,0,N,1810,+33.9920924,-118.2979984,6288,36,1741,5,8,4373,0.57,27.69,0.08,0.13,69.55,1677,700,977,41.74,58.26
6037232700,Census Tract 2327,319506,232700,731218,0,Y,1612,+33.9923462,-118.2858532,5895,43,1424,5,30,4336,0.73,24.16,0.08,0.51,73.55,1488,469,1019,31.52,68.48
6037232800,Census Tract 2328,319510,232800,426630,0,N,963,+33.9923979,-118.2771882,3823,27,654,10,16,3079,0.71,17.11,0.26,0.42,80.54,882,275,607,31.18,68.82
6037234000,Census Tract 2340,319513,234000,1241882,0,N,2012,+34.0120868,-118.3214867,5335,156,3199,11,101,1675,2.92,59.96,0.21,1.89,31.4,1914,1212,702,63.32,36.68
6037234200,Census Tract 2342,319519,234200,882908,0,N,1100,+34.0164074,-118.3311523,2376,69,1680,6,245,281,2.9,70.71,0.25,10.31,11.83,1055,721,334,68.34,31.66
6037234300,Census Tract 2343,319523,234300,870289,0,N,2385,+34.0073786,-118.329022,4098,43,3646,9,28,256,1.05,88.97,0.22,0.68,6.25,2205,455,1750,20.63,79.37
6037234501,Census Tract 2345.01,319528,234501,751799,0,Y,914,+33.9974948,-118.3244351,2728,44,1578,5,26,972,1.61,57.84,0.18,0.95,35.63,854,511,343,59.84,40.16
6037234502,Census Tract 2345.02,319531,234502,544855,0,Y,1158,+34.0018666,-118.3244227,2698,42,1640,4,27,910,1.56,60.79,0.15,1,33.73,1077,345,732,32.03,67.97
6037234600,Census Tract 2346,319535,234600,1303261,598,N,1738,+33.9920177,-118.327561,5024,80,3187,6,44,1581,1.59,63.44,0.12,0.88,31.47,1635,950,685,58.1,41.9
6037234700,Census Tract 2347,319540,234700,742058,0,N,1443,+33.9872213,-118.3276852,3888,44,2239,15,18,1489,1.13,57.59,0.39,0.46,38.3,1344,523,821,38.91,61.09
6037234800,Census Tract 2348,319545,234800,654189,0,N,1130,+33.9818234,-118.3220826,3426,43,1808,3,17,1455,1.26,52.77,0.09,0.5,42.47,1069,679,390,63.52,36.48
6037234901,Census Tract 2349.01,319550,234901,325412,0,Y,1147,+33.9817876,-118.3286609,2999,20,1553,1,8,1360,0.67,51.78,0.03,0.27,45.35,1060,83,977,7.83,92.17
6037234902,Census Tract 2349.02,319553,234902,447718,0,Y,1606,+33.9822575,-118.3340918,4005,71,2058,3,12,1763,1.77,51.39,0.07,0.3,44.02,1443,189,1254,13.1,86.9
6037235100,Census Tract 2351,319557,235100,1181472,0,N,1718,+33.9852423,-118.3463239,4520,191,3207,5,77,855,4.23,70.95,0.11,1.7,18.92,1644,1207,437,73.42,26.58
6037235201,Census Tract 2352.01,319562,235201,652606,0,N,947,+33.9745535,-118.3221148,2781,33,1757,10,11,864,1.19,63.18,0.36,0.4,31.07,908,577,331,63.55,36.45
6037235202,Census Tract 2352.02,319566,235202,851553,0,N,1921,+33.9730801,-118.330376,4557,62,2942,7,21,1436,1.36,64.56,0.15,0.46,31.51,1745,528,1217,30.26,69.74
6037236000,Census Tract 2360,319570,236000,3952999,68544,N,2123,+34.0122748,-118.3623219,4113,715,2595,5,264,351,17.38,63.09,0.12,6.42,8.53,2025,1600,425,79.01,20.99
6037236100,Census Tract 2361,319575,236100,1130681,0,N,2852,+34.0126393,-118.3402132,5265,88,3757,12,337,926,1.67,71.36,0.23,6.4,17.59,2568,446,2122,17.37,82.63
6037236202,Census Tract 2362.02,319581,236202,441964,0,N,2469,+34.0170719,-118.3530792,6192,70,2999,15,25,2934,1.13,48.43,0.24,0.4,47.38,2215,47,2168,2.12,97.88
6037236203,Census Tract 2362.03,319585,236203,339332,0,Y,1453,+34.0184552,-118.3467706,3417,30,2280,10,34,963,0.88,66.73,0.29,1,28.18,1374,20,1354,1.46,98.54
6037236204,Census Tract 2362.04,319588,236204,229867,0,Y,1389,+34.0147165,-118.3491896,3203,38,1724,7,12,1358,1.19,53.82,0.22,0.37,42.4,1234,2,1232,0.16,99.84
6037236400,Census Tract 2364,319591,236400,1340499,0,N,2033,+34.0067001,-118.3512616,4113,118,3496,5,60,249,2.87,85,0.12,1.46,6.05,1902,972,930,51.1,48.9
6037237101,Census Tract 2371.01,319595,237101,628939,0,Y,1105,+33.9856234,-118.2913772,3705,24,1110,5,9,2530,0.65,29.96,0.13,0.24,68.29,978,284,694,29.04,70.96
6037237102,Census Tract 2371.02,319601,237102,459961,0,Y,937,+33.9857553,-118.2837235,3254,25,767,1,17,2400,0.77,23.57,0.03,0.52,73.76,858,275,583,32.05,67.95
6037237201,Census Tract 2372.01,319604,237201,453406,0,Y,960,+33.9857256,-118.2991149,3506,33,800,4,11,2616,0.94,22.82,0.11,0.31,74.61,885,423,462,47.8,52.2
6037237202,Census Tract 2372.02,319608,237202,1108030,472,Y,1325,+33.9863341,-118.3100903,4388,36,1569,3,15,2688,0.82,35.76,0.07,0.34,61.26,1238,565,673,45.64,54.36
6037237300,Census Tract 2373,319613,237300,997703,0,N,1849,+33.9782833,-118.3110714,5262,52,2988,4,23,2085,0.99,56.78,0.08,0.44,39.62,1730,983,747,56.82,43.18
6037237401,Census Tract 2374.01,319619,237401,516110,0,Y,1060,+33.9784675,-118.2948084,3616,33,1173,1,5,2365,0.91,32.44,0.03,0.14,65.4,960,543,417,56.56,43.44
6037237402,Census Tract 2374.02,319623,237402,521230,0,Y,1012,+33.9784618,-118.3013342,3526,21,1356,7,1,2108,0.6,38.46,0.2,0.03,59.78,968,603,365,62.29,37.71
6037237500,Census Tract 2375,319627,237500,337329,0,N,791,+33.9783023,-118.2893094,2675,32,623,5,0,1986,1.2,23.29,0.19,0,74.24,733,158,575,21.56,78.44
6037237600,Census Tract 2376,319630,237600,503740,0,N,1183,+33.9785135,-118.283872,4259,36,932,6,19,3215,0.85,21.88,0.14,0.45,75.49,1116,334,782,29.93,70.07
6037237710,Census Tract 2377.10,319635,237710,432282,0,N,1116,+33.9726959,-118.2861364,3887,39,981,11,19,2801,1,25.24,0.28,0.49,72.06,1003,189,814,18.84,81.16
6037237720,Census Tract 2377.20,319638,237720,325226,0,N,862,+33.9692863,-118.2861511,3153,15,708,2,1,2373,0.48,22.45,0.06,0.03,75.26,778,112,666,14.4,85.6
6037237800,Census Tract 2378,319641,237800,972785,0,N,1326,+33.9709601,-118.2981214,4371,36,2164,3,31,2084,0.82,49.51,0.07,0.71,47.68,1232,751,481,60.96,39.04
6037237900,Census Tract 2379,319646,237900,979778,0,N,1323,+33.9709293,-118.3111925,3621,44,2700,2,24,741,1.22,74.57,0.06,0.66,20.46,1239,831,408,67.07,32.93
6037238000,Census Tract 2380,319651,238000,1663568,0,N,2138,+33.9472944,-118.3097251,5864,43,4499,9,15,1169,0.73,76.72,0.15,0.26,19.94,2019,1332,687,65.97,34.03
6037238100,Census Tract 2381,319658,238100,983749,0,N,1741,+33.9636280,-118.3111989,4626,44,3394,7,22,1062,0.95,73.37,0.15,0.48,22.96,1641,822,819,50.09,49.91
6037238200,Census Tract 2382,319663,238200,1026629,0,N,2260,+33.9634958,-118.2979777,5267,55,3903,14,18,1147,1.04,74.1,0.27,0.34,21.78,2111,793,1318,37.57,62.43
