Geo_FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_INTPTLAT,Geo_INTPTLON,10P,10WNH,10BNH,10ANH,10L,10WNH_P,10BNH_P,10ANH_P,10L_P,10OHU,10OO,10RO,10OO_P,10RO_P
6037207102,Census Tract 2071.02,"Census Tract 2071.02, Los Angeles County, California",6,37,207102,34.0592851,-118.2395097,2553,67,88,1774,605,2.62,3.45,69.49,23.7,948,21,927,2.22,97.78
6037207103,Census Tract 2071.03,"Census Tract 2071.03, Los Angeles County, California",6,37,207103,34.0644824,-118.2392725,2077,43,16,1785,217,2.07,0.77,85.94,10.45,777,38,739,4.89,95.11
6037207301,Census Tract 2073.01,"Census Tract 2073.01, Los Angeles County, California",6,37,207301,34.0465369,-118.2516175,4521,1684,912,714,942,37.25,20.17,15.79,20.84,3378,272,3106,8.05,91.95
6037207302,Census Tract 2073.02,"Census Tract 2073.02, Los Angeles County, California",6,37,207302,34.04755,-118.2477263,3791,1798,721,347,696,47.43,19.02,9.15,18.36,2761,178,2583,6.45,93.55
6037207400,Census Tract 2074,"Census Tract 2074, Los Angeles County, California",6,37,207400,34.0561941,-118.2466502,1363,281,299,100,659,20.62,21.94,7.34,48.35,31,0,31,0,100
6037207501,Census Tract 2075.01,"Census Tract 2075.01, Los Angeles County, California",6,37,207501,34.0564422,-118.2529675,2218,611,175,1027,322,27.55,7.89,46.3,14.52,1412,273,1139,19.33,80.67
6037207502,Census Tract 2075.02,"Census Tract 2075.02, Los Angeles County, California",6,37,207502,34.052707,-118.253084,2589,514,128,1552,321,19.85,4.94,59.95,12.4,1872,9,1863,0.48,99.52
6037207710,Census Tract 2077.10,"Census Tract 2077.10, Los Angeles County, California",6,37,207710,34.0468661,-118.2616851,2490,872,291,860,385,35.02,11.69,34.54,15.46,1653,273,1380,16.52,83.48
6037207900,Census Tract 2079,"Census Tract 2079, Los Angeles County, California",6,37,207900,34.0405276,-118.2601678,4163,1159,319,1558,999,27.84,7.66,37.42,24,2248,663,1585,29.49,70.51
6037208000,Census Tract 2080,"Census Tract 2080, Los Angeles County, California",6,37,208000,34.0625684,-118.2560631,6893,518,317,1047,4914,7.51,4.6,15.19,71.29,2289,132,2157,5.77,94.23
6037208301,Census Tract 2083.01,"Census Tract 2083.01, Los Angeles County, California",6,37,208301,34.0619781,-118.2658492,2201,40,6,58,2084,1.82,0.27,2.64,94.68,489,16,473,3.27,96.73
6037208302,Census Tract 2083.02,"Census Tract 2083.02, Los Angeles County, California",6,37,208302,34.0634788,-118.2624816,4360,181,324,487,3284,4.15,7.43,11.17,75.32,1438,119,1319,8.28,91.72
6037208401,Census Tract 2084.01,"Census Tract 2084.01, Los Angeles County, California",6,37,208401,34.0637659,-118.2691298,3770,131,60,573,2970,3.47,1.59,15.2,78.78,1172,25,1147,2.13,97.87
6037208402,Census Tract 2084.02,"Census Tract 2084.02, Los Angeles County, California",6,37,208402,34.0683668,-118.266009,2775,76,43,621,1991,2.74,1.55,22.38,71.75,783,120,663,15.33,84.67
6037208501,Census Tract 2085.01,"Census Tract 2085.01, Los Angeles County, California",6,37,208501,34.0695316,-118.2719463,2656,123,44,1248,1180,4.63,1.66,46.99,44.43,840,107,733,12.74,87.26
6037208502,Census Tract 2085.02,"Census Tract 2085.02, Los Angeles County, California",6,37,208502,34.066049,-118.2741645,3571,185,119,637,2573,5.18,3.33,17.84,72.05,1210,55,1155,4.55,95.45
6037208610,Census Tract 2086.10,"Census Tract 2086.10, Los Angeles County, California",6,37,208610,34.072159,-118.2817725,4195,160,134,1829,1979,3.81,3.19,43.6,47.18,1390,173,1217,12.45,87.55
6037208620,Census Tract 2086.20,"Census Tract 2086.20, Los Angeles County, California",6,37,208620,34.069709,-118.2779829,4660,193,265,1637,2448,4.14,5.69,35.13,52.53,1730,173,1557,10,90
6037208710,Census Tract 2087.10,"Census Tract 2087.10, Los Angeles County, California",6,37,208710,34.0657276,-118.2825413,4309,224,235,2384,1397,5.2,5.45,55.33,32.42,1858,233,1625,12.54,87.46
6037208720,Census Tract 2087.20,"Census Tract 2087.20, Los Angeles County, California",6,37,208720,34.0627628,-118.2811045,4179,209,124,391,3410,5,2.97,9.36,81.6,1476,25,1451,1.69,98.31
6037208801,Census Tract 2088.01,"Census Tract 2088.01, Los Angeles County, California",6,37,208801,34.059675,-118.2770843,2995,205,174,778,1793,6.84,5.81,25.98,59.87,1218,3,1215,0.25,99.75
6037208802,Census Tract 2088.02,"Census Tract 2088.02, Los Angeles County, California",6,37,208802,34.0621454,-118.2786688,2906,400,163,526,1737,13.76,5.61,18.1,59.77,1339,34,1305,2.54,97.46
6037208902,Census Tract 2089.02,"Census Tract 2089.02, Los Angeles County, California",6,37,208902,34.0564462,-118.2723721,2339,67,16,97,2135,2.86,0.68,4.15,91.28,568,0,568,0,100
6037208903,Census Tract 2089.03,"Census Tract 2089.03, Los Angeles County, California",6,37,208903,34.0597996,-118.2733596,4019,212,279,140,3326,5.27,6.94,3.48,82.76,1160,6,1154,0.52,99.48
6037208904,Census Tract 2089.04,"Census Tract 2089.04, Los Angeles County, California",6,37,208904,34.0595681,-118.2700929,3926,175,78,248,3387,4.46,1.99,6.32,86.27,1245,12,1233,0.96,99.04
6037209102,Census Tract 2091.02,"Census Tract 2091.02, Los Angeles County, California",6,37,209102,34.0551862,-118.2675212,5267,162,308,708,4026,3.08,5.85,13.44,76.44,1892,108,1784,5.71,94.29
6037209103,Census Tract 2091.03,"Census Tract 2091.03, Los Angeles County, California",6,37,209103,34.05711,-118.2640302,3216,37,102,42,3016,1.15,3.17,1.31,93.78,910,5,905,0.55,99.45
6037209104,Census Tract 2091.04,"Census Tract 2091.04, Los Angeles County, California",6,37,209104,34.0591782,-118.2663761,2434,113,115,123,2059,4.64,4.72,5.05,84.59,875,1,874,0.11,99.89
6037209200,Census Tract 2092,"Census Tract 2092, Los Angeles County, California",6,37,209200,34.0542091,-118.2610818,2785,544,159,642,1350,19.53,5.71,23.05,48.47,1301,146,1155,11.22,88.78
6037209300,Census Tract 2093,"Census Tract 2093, Los Angeles County, California",6,37,209300,34.05073,-118.2683015,5021,710,321,494,3384,14.14,6.39,9.84,67.4,1941,15,1926,0.77,99.23
6037209401,Census Tract 2094.01,"Census Tract 2094.01, Los Angeles County, California",6,37,209401,34.0567212,-118.2815247,3914,187,177,638,2862,4.78,4.52,16.3,73.12,1333,17,1316,1.28,98.72
6037209402,Census Tract 2094.02,"Census Tract 2094.02, Los Angeles County, California",6,37,209402,34.0546619,-118.277221,3728,176,123,191,3211,4.72,3.3,5.12,86.13,1172,38,1134,3.24,96.76
6037209403,Census Tract 2094.03,"Census Tract 2094.03, Los Angeles County, California",6,37,209403,34.0531328,-118.2738446,3600,174,183,672,2541,4.83,5.08,18.67,70.58,1228,10,1218,0.81,99.19
6037209510,Census Tract 2095.10,"Census Tract 2095.10, Los Angeles County, California",6,37,209510,34.0529626,-118.2819584,2692,86,98,571,1903,3.19,3.64,21.21,70.69,927,6,921,0.65,99.35
6037209520,Census Tract 2095.20,"Census Tract 2095.20, Los Angeles County, California",6,37,209520,34.0505519,-118.2769503,2791,48,71,311,2340,1.72,2.54,11.14,83.84,926,24,902,2.59,97.41
6037209810,Census Tract 2098.10,"Census Tract 2098.10, Los Angeles County, California",6,37,209810,34.0491173,-118.2823449,2472,183,210,278,1778,7.4,8.5,11.25,71.93,688,21,667,3.05,96.95
6037209820,Census Tract 2098.20,"Census Tract 2098.20, Los Angeles County, California",6,37,209820,34.0472132,-118.2782548,2968,59,113,190,2559,1.99,3.81,6.4,86.22,807,77,730,9.54,90.46
6037210010,Census Tract 2100.10,"Census Tract 2100.10, Los Angeles County, California",6,37,210010,34.046851,-118.2723121,3520,87,104,455,2850,2.47,2.95,12.93,80.97,1193,165,1028,13.83,86.17
6037211000,Census Tract 2110,"Census Tract 2110, Los Angeles County, California",6,37,211000,34.0677859,-118.3317418,4431,2722,201,1052,299,61.43,4.54,23.74,6.75,1619,1238,381,76.47,23.53
6037211120,Census Tract 2111.20,"Census Tract 2111.20, Los Angeles County, California",6,37,211120,34.0652365,-118.2877775,5194,316,205,3152,1433,6.08,3.95,60.69,27.59,2419,150,2269,6.2,93.8
6037211121,Census Tract 2111.21,"Census Tract 2111.21, Los Angeles County, California",6,37,211121,34.0730101,-118.2854106,2351,205,113,907,1062,8.72,4.81,38.58,45.17,922,36,886,3.9,96.1
6037211122,Census Tract 2111.22,"Census Tract 2111.22, Los Angeles County, California",6,37,211122,34.0726794,-118.2892234,3075,310,213,1042,1445,10.08,6.93,33.89,46.99,1273,46,1227,3.61,96.39
6037211201,Census Tract 2112.01,"Census Tract 2112.01, Los Angeles County, California",6,37,211201,34.0745294,-118.2984693,2645,198,87,361,1956,7.49,3.29,13.65,73.95,876,48,828,5.48,94.52
6037211202,Census Tract 2112.02,"Census Tract 2112.02, Los Angeles County, California",6,37,211202,34.0745209,-118.294113,2645,206,76,466,1840,7.79,2.87,17.62,69.57,925,45,880,4.86,95.14
6037211310,Census Tract 2113.10,"Census Tract 2113.10, Los Angeles County, California",6,37,211310,34.0709091,-118.298493,3846,252,111,550,2875,6.55,2.89,14.3,74.75,1246,44,1202,3.53,96.47
6037211320,Census Tract 2113.20,"Census Tract 2113.20, Los Angeles County, California",6,37,211320,34.0708715,-118.2941394,3184,269,146,790,1930,8.45,4.59,24.81,60.62,1185,35,1150,2.95,97.05
6037211410,Census Tract 2114.10,"Census Tract 2114.10, Los Angeles County, California",6,37,211410,34.0726142,-118.3073155,3095,203,104,1642,1114,6.56,3.36,53.05,35.99,1178,102,1076,8.66,91.34
6037211420,Census Tract 2114.20,"Census Tract 2114.20, Los Angeles County, California",6,37,211420,34.0726364,-118.3029424,3859,357,143,1304,2005,9.25,3.71,33.79,51.96,1288,246,1042,19.1,80.9
6037211500,Census Tract 2115,"Census Tract 2115, Los Angeles County, California",6,37,211500,34.0724565,-118.3152596,4355,1574,163,1561,950,36.14,3.74,35.84,21.81,1757,643,1114,36.6,63.4
6037211701,Census Tract 2117.01,"Census Tract 2117.01, Los Angeles County, California",6,37,211701,34.0653405,-118.3184531,2827,830,123,1537,290,29.36,4.35,54.37,10.26,1139,340,799,29.85,70.15
6037211703,Census Tract 2117.03,"Census Tract 2117.03, Los Angeles County, California",6,37,211703,34.0671467,-118.311582,4750,381,238,2199,1832,8.02,5.01,46.29,38.57,1954,144,1810,7.37,92.63
6037211704,Census Tract 2117.04,"Census Tract 2117.04, Los Angeles County, California",6,37,211704,34.0635115,-118.3115783,3016,428,168,1740,616,14.19,5.57,57.69,20.42,1626,186,1440,11.44,88.56
6037211802,Census Tract 2118.02,"Census Tract 2118.02, Los Angeles County, California",6,37,211802,34.0635374,-118.3047254,4192,415,271,1898,1494,9.9,6.46,45.28,35.64,1990,138,1852,6.93,93.07
6037211803,Census Tract 2118.03,"Census Tract 2118.03, Los Angeles County, California",6,37,211803,34.067188,-118.3022323,3529,188,243,2450,589,5.33,6.89,69.42,16.69,1602,90,1512,5.62,94.38
6037211804,Census Tract 2118.04,"Census Tract 2118.04, Los Angeles County, California",6,37,211804,34.0671619,-118.3066067,3221,193,130,2084,754,5.99,4.04,64.7,23.41,1355,68,1287,5.02,94.98
6037211910,Census Tract 2119.10,"Census Tract 2119.10, Los Angeles County, California",6,37,211910,34.0672078,-118.2985036,4657,345,275,1080,2859,7.41,5.91,23.19,61.39,1771,46,1725,2.6,97.4
6037211921,Census Tract 2119.21,"Census Tract 2119.21, Los Angeles County, California",6,37,211921,34.067232,-118.292902,2474,115,105,1129,1094,4.65,4.24,45.63,44.22,1045,2,1043,0.19,99.81
6037211922,Census Tract 2119.22,"Census Tract 2119.22, Los Angeles County, California",6,37,211922,34.0672221,-118.2953981,3389,181,191,1159,1803,5.34,5.64,34.2,53.2,1293,20,1273,1.55,98.45
6037212101,Census Tract 2121.01,"Census Tract 2121.01, Los Angeles County, California",6,37,212101,34.0635956,-118.2941415,2507,232,164,1316,740,9.25,6.54,52.49,29.52,1212,129,1083,10.64,89.36
6037212102,Census Tract 2121.02,"Census Tract 2121.02, Los Angeles County, California",6,37,212102,34.0635726,-118.2984976,2446,324,203,1132,713,13.25,8.3,46.28,29.15,1295,20,1275,1.54,98.46
6037212202,Census Tract 2122.02,"Census Tract 2122.02, Los Angeles County, California",6,37,212202,34.0563658,-118.2879321,3612,83,73,557,2869,2.3,2.02,15.42,79.43,1135,50,1085,4.41,95.59
6037212203,Census Tract 2122.03,"Census Tract 2122.03, Los Angeles County, California",6,37,212203,34.0597622,-118.2903562,2679,54,69,460,2078,2.02,2.58,17.17,77.57,1048,6,1042,0.57,99.43
6037212204,Census Tract 2122.04,"Census Tract 2122.04, Los Angeles County, California",6,37,212204,34.0598252,-118.2865323,3344,150,134,515,2519,4.49,4.01,15.4,75.33,1204,17,1187,1.41,98.59
6037212303,Census Tract 2123.03,"Census Tract 2123.03, Los Angeles County, California",6,37,212303,34.0597633,-118.2935144,3326,219,170,565,2310,6.58,5.11,16.99,69.45,1243,5,1238,0.4,99.6
6037212304,Census Tract 2123.04,"Census Tract 2123.04, Los Angeles County, California",6,37,212304,34.0598537,-118.2979144,1804,181,84,286,1225,10.03,4.66,15.85,67.9,787,2,785,0.25,99.75
6037212305,Census Tract 2123.05,"Census Tract 2123.05, Los Angeles County, California",6,37,212305,34.0561038,-118.2981624,2865,99,103,493,2134,3.46,3.6,17.21,74.49,960,35,925,3.65,96.35
6037212306,Census Tract 2123.06,"Census Tract 2123.06, Los Angeles County, California",6,37,212306,34.056128,-118.2940727,3052,118,43,1384,1481,3.87,1.41,45.35,48.53,1096,26,1070,2.37,97.63
6037212410,Census Tract 2124.10,"Census Tract 2124.10, Los Angeles County, California",6,37,212410,34.0595607,-118.3022262,3903,250,129,1607,1867,6.41,3.31,41.17,47.83,1541,58,1483,3.76,96.24
6037212420,Census Tract 2124.20,"Census Tract 2124.20, Los Angeles County, California",6,37,212420,34.0560876,-118.3019777,3228,173,132,1088,1791,5.36,4.09,33.71,55.48,1165,90,1075,7.73,92.27
6037212501,Census Tract 2125.01,"Census Tract 2125.01, Los Angeles County, California",6,37,212501,34.05607,-118.3053637,2165,283,129,536,1170,13.07,5.96,24.76,54.04,953,30,923,3.15,96.85
6037212502,Census Tract 2125.02,"Census Tract 2125.02, Los Angeles County, California",6,37,212502,34.0586417,-118.3069674,2767,243,139,1356,976,8.78,5.02,49.01,35.27,1235,85,1150,6.88,93.12
6037212610,Census Tract 2126.10,"Census Tract 2126.10, Los Angeles County, California",6,37,212610,34.0598448,-118.3138698,4074,330,204,2121,1345,8.1,5.01,52.06,33.01,1753,350,1403,19.97,80.03
6037212620,Census Tract 2126.20,"Census Tract 2126.20, Los Angeles County, California",6,37,212620,34.0563607,-118.3130597,4341,248,180,2011,1844,5.71,4.15,46.33,42.48,1732,124,1608,7.16,92.84
6037212701,Census Tract 2127.01,"Census Tract 2127.01, Los Angeles County, California",6,37,212701,34.0543037,-118.3193139,2430,194,132,1346,718,7.98,5.43,55.39,29.55,781,312,469,39.95,60.05
6037212702,Census Tract 2127.02,"Census Tract 2127.02, Los Angeles County, California",6,37,212702,34.0585147,-118.3261907,3635,840,321,1798,593,23.11,8.83,49.46,16.31,1401,669,732,47.75,52.25
6037212800,Census Tract 2128,"Census Tract 2128, Los Angeles County, California",6,37,212800,34.0518662,-118.3305985,4273,344,377,1200,2271,8.05,8.82,28.08,53.15,1365,523,842,38.32,61.68
6037212900,Census Tract 2129,"Census Tract 2129, Los Angeles County, California",6,37,212900,34.0494541,-118.3215149,4074,251,481,1057,2212,6.16,11.81,25.95,54.3,1459,125,1334,8.57,91.43
6037213100,Census Tract 2131,"Census Tract 2131, Los Angeles County, California",6,37,213100,34.0506364,-118.3126928,2721,179,327,1297,864,6.58,12.02,47.67,31.75,926,293,633,31.64,68.36
6037213201,Census Tract 2132.01,"Census Tract 2132.01, Los Angeles County, California",6,37,213201,34.0526559,-118.3045301,4198,112,122,1801,2116,2.67,2.91,42.9,50.4,1527,173,1354,11.33,88.67
6037213202,Census Tract 2132.02,"Census Tract 2132.02, Los Angeles County, California",6,37,213202,34.0490294,-118.3045035,3873,61,138,1189,2457,1.58,3.56,30.7,63.44,1245,207,1038,16.63,83.37
6037213310,Census Tract 2133.10,"Census Tract 2133.10, Los Angeles County, California",6,37,213310,34.0508743,-118.2978915,3477,52,41,1018,2334,1.5,1.18,29.28,67.13,1072,157,915,14.65,85.35
6037213320,Census Tract 2133.20,"Census Tract 2133.20, Los Angeles County, California",6,37,213320,34.050883,-118.2937,2481,47,78,738,1588,1.89,3.14,29.75,64.01,960,105,855,10.94,89.06
6037213401,Census Tract 2134.01,"Census Tract 2134.01, Los Angeles County, California",6,37,213401,34.0537069,-118.2879026,4951,80,50,985,3795,1.62,1.01,19.89,76.65,1558,18,1540,1.16,98.84
6037213402,Census Tract 2134.02,"Census Tract 2134.02, Los Angeles County, California",6,37,213402,34.0498405,-118.2878882,4645,188,112,873,3427,4.05,2.41,18.79,73.78,1531,65,1466,4.25,95.75
6037214000,Census Tract 2140,"Census Tract 2140, Los Angeles County, California",6,37,214000,34.0748535,-118.348502,3898,3560,29,131,118,91.33,0.74,3.36,3.03,1344,731,613,54.39,45.61
6037214100,Census Tract 2141,"Census Tract 2141, Los Angeles County, California",6,37,214100,34.0746639,-118.3392739,3944,3377,101,172,194,85.62,2.56,4.36,4.92,1677,705,972,42.04,57.96
6037214400,Census Tract 2144,"Census Tract 2144, Los Angeles County, California",6,37,214400,34.0781666,-118.3573276,2877,2286,69,131,265,79.46,2.4,4.55,9.21,1731,73,1658,4.22,95.78
6037214501,Census Tract 2145.01,"Census Tract 2145.01, Los Angeles County, California",6,37,214501,34.0712362,-118.3578948,2932,1641,145,812,232,55.97,4.95,27.69,7.91,1553,27,1526,1.74,98.26
6037214502,Census Tract 2145.02,"Census Tract 2145.02, Los Angeles County, California",6,37,214502,34.0680052,-118.3504042,5528,2388,333,2265,362,43.2,6.02,40.97,6.55,2740,5,2735,0.18,99.82
6037214503,Census Tract 2145.03,"Census Tract 2145.03, Los Angeles County, California",6,37,214503,34.0668419,-118.3541156,3325,1313,163,1526,209,39.49,4.9,45.89,6.29,1557,3,1554,0.19,99.81
6037214600,Census Tract 2146,"Census Tract 2146, Los Angeles County, California",6,37,214600,34.0727874,-118.3656444,2411,1886,91,193,175,78.22,3.77,8,7.26,1337,346,991,25.88,74.12
6037214700,Census Tract 2147,"Census Tract 2147, Los Angeles County, California",6,37,214700,34.0664969,-118.3661529,2512,1984,71,150,234,78.98,2.83,5.97,9.32,1241,507,734,40.85,59.15
6037214800,Census Tract 2148,"Census Tract 2148, Los Angeles County, California",6,37,214800,34.0713896,-118.3730515,2573,2126,79,114,181,82.63,3.07,4.43,7.03,1393,299,1094,21.46,78.54
6037214901,Census Tract 2149.01,"Census Tract 2149.01, Los Angeles County, California",6,37,214901,34.0742811,-118.3872385,3083,2428,88,239,156,78.75,2.85,7.75,5.06,2029,524,1505,25.83,74.17
6037214902,Census Tract 2149.02,"Census Tract 2149.02, Los Angeles County, California",6,37,214902,34.0729596,-118.3800927,2586,1928,78,303,186,74.56,3.02,11.72,7.19,1540,263,1277,17.08,82.92
6037215101,Census Tract 2151.01,"Census Tract 2151.01, Los Angeles County, California",6,37,215101,34.0636762,-118.3535529,2477,1350,248,429,349,54.5,10.01,17.32,14.09,1619,13,1606,0.8,99.2
6037215102,Census Tract 2151.02,"Census Tract 2151.02, Los Angeles County, California",6,37,215102,34.0649905,-118.3456014,3110,1974,209,450,355,63.47,6.72,14.47,11.41,2043,14,2029,0.69,99.31
6037216100,Census Tract 2161,"Census Tract 2161, Los Angeles County, California",6,37,216100,34.0569256,-118.3379721,2289,1001,476,398,292,43.73,20.8,17.39,12.76,1026,537,489,52.34,47.66
6037216200,Census Tract 2162,"Census Tract 2162, Los Angeles County, California",6,37,216200,34.0571243,-118.3482415,4911,1906,1211,832,740,38.81,24.66,16.94,15.07,2475,612,1863,24.73,75.27
6037216300,Census Tract 2163,"Census Tract 2163, Los Angeles County, California",6,37,216300,34.0599709,-118.3622105,4526,2779,473,664,423,61.4,10.45,14.67,9.35,2327,838,1489,36.01,63.99
6037216401,Census Tract 2164.01,"Census Tract 2164.01, Los Angeles County, California",6,37,216401,34.0566897,-118.3797435,4189,3079,192,326,323,73.5,4.58,7.78,7.71,2101,210,1891,10,90
6037216402,Census Tract 2164.02,"Census Tract 2164.02, Los Angeles County, California",6,37,216402,34.0611535,-118.3804364,2615,2035,83,173,140,77.82,3.17,6.62,5.35,1351,254,1097,18.8,81.2
6037216700,Census Tract 2167,"Census Tract 2167, Los Angeles County, California",6,37,216700,34.0482451,-118.371949,3709,1173,1269,312,747,31.63,34.21,8.41,20.14,1607,550,1057,34.23,65.77
6037216800,Census Tract 2168,"Census Tract 2168, Los Angeles County, California",6,37,216800,34.0557841,-118.3706043,3289,2091,288,197,597,63.58,8.76,5.99,18.15,1473,539,934,36.59,63.41
6037216900,Census Tract 2169,"Census Tract 2169, Los Angeles County, California",6,37,216900,34.0499363,-118.3631083,5060,1769,1733,302,999,34.96,34.25,5.97,19.74,2382,912,1470,38.29,61.71
6037217001,Census Tract 2170.01,"Census Tract 2170.01, Los Angeles County, California",6,37,217001,34.0523836,-118.38703,2654,2212,80,71,182,83.35,3.01,2.68,6.86,984,413,571,41.97,58.03
6037217002,Census Tract 2170.02,"Census Tract 2170.02, Los Angeles County, California",6,37,217002,34.0495333,-118.3804933,4977,3299,478,421,541,66.28,9.6,8.46,10.87,2212,574,1638,25.95,74.05
6037217100,Census Tract 2171,"Census Tract 2171, Los Angeles County, California",6,37,217100,34.0489658,-118.3545296,5374,1075,1783,243,2036,20,33.18,4.52,37.89,2266,661,1605,29.17,70.83
6037217200,Census Tract 2172,"Census Tract 2172, Los Angeles County, California",6,37,217200,34.049584,-118.3424594,3905,675,1151,322,1599,17.29,29.48,8.25,40.95,1556,432,1124,27.76,72.24
6037218110,Census Tract 2181.10,"Census Tract 2181.10, Los Angeles County, California",6,37,218110,34.0443254,-118.3275531,3453,195,802,499,1885,5.65,23.23,14.45,54.59,1127,277,850,24.58,75.42
6037218120,Census Tract 2181.20,"Census Tract 2181.20, Los Angeles County, California",6,37,218120,34.0435631,-118.3206759,4530,102,503,697,3127,2.25,11.1,15.39,69.03,1359,232,1127,17.07,82.93
6037218210,Census Tract 2182.10,"Census Tract 2182.10, Los Angeles County, California",6,37,218210,34.0427907,-118.3423056,4457,144,1002,40,3182,3.23,22.48,0.9,71.39,1157,211,946,18.24,81.76
6037218220,Census Tract 2182.20,"Census Tract 2182.20, Los Angeles County, California",6,37,218220,34.0434012,-118.3348919,4358,298,1450,207,2271,6.84,33.27,4.75,52.11,1436,474,962,33.01,66.99
6037218300,Census Tract 2183,"Census Tract 2183, Los Angeles County, California",6,37,218300,34.0427467,-118.3548171,5520,374,1860,185,2912,6.78,33.7,3.35,52.75,2009,608,1401,30.26,69.74
6037218400,Census Tract 2184,"Census Tract 2184, Los Angeles County, California",6,37,218400,34.0369278,-118.3592342,4714,194,1248,48,3112,4.12,26.47,1.02,66.02,1388,434,954,31.27,68.73
6037218500,Census Tract 2185,"Census Tract 2185, Los Angeles County, California",6,37,218500,34.0373844,-118.3505675,2869,153,992,76,1556,5.33,34.58,2.65,54.23,950,339,611,35.68,64.32
6037218600,Census Tract 2186,"Census Tract 2186, Los Angeles County, California",6,37,218600,34.0371852,-118.3427412,3142,186,1137,69,1656,5.92,36.19,2.2,52.71,1015,370,645,36.45,63.55
6037218701,Census Tract 2187.01,"Census Tract 2187.01, Los Angeles County, California",6,37,218701,34.0373889,-118.3333058,2430,121,1014,170,1029,4.98,41.73,7,42.35,824,325,499,39.44,60.56
6037218702,Census Tract 2187.02,"Census Tract 2187.02, Los Angeles County, California",6,37,218702,34.0334074,-118.3337765,2176,75,821,59,1170,3.45,37.73,2.71,53.77,744,158,586,21.24,78.76
6037218800,Census Tract 2188,"Census Tract 2188, Los Angeles County, California",6,37,218800,34.0377797,-118.3230095,2658,73,667,218,1657,2.75,25.09,8.2,62.34,875,197,678,22.51,77.49
6037218900,Census Tract 2189,"Census Tract 2189, Los Angeles County, California",6,37,218900,34.0326941,-118.3230172,5464,281,2142,155,2731,5.14,39.2,2.84,49.98,1947,278,1669,14.28,85.72
6037219010,Census Tract 2190.10,"Census Tract 2190.10, Los Angeles County, California",6,37,219010,34.0276144,-118.3229262,2814,74,756,75,1848,2.63,26.87,2.67,65.67,781,404,377,51.73,48.27
6037219020,Census Tract 2190.20,"Census Tract 2190.20, Los Angeles County, California",6,37,219020,34.0222083,-118.3226729,4798,135,1328,123,3102,2.81,27.68,2.56,64.65,1392,663,729,47.63,52.37
6037219300,Census Tract 2193,"Census Tract 2193, Los Angeles County, California",6,37,219300,34.0267587,-118.3318299,3700,93,1246,178,2072,2.51,33.68,4.81,56,1333,349,984,26.18,73.82
6037219500,Census Tract 2195,"Census Tract 2195, Los Angeles County, California",6,37,219500,34.0209191,-118.3405648,1737,63,948,326,337,3.63,54.58,18.77,19.4,717,493,224,68.76,31.24
6037219700,Census Tract 2197,"Census Tract 2197, Los Angeles County, California",6,37,219700,34.0277561,-118.3490693,4306,132,1279,50,2744,3.07,29.7,1.16,63.73,1307,596,711,45.6,54.4
6037219800,Census Tract 2198,"Census Tract 2198, Los Angeles County, California",6,37,219800,34.029939,-118.3547601,3310,48,712,36,2459,1.45,21.51,1.09,74.29,952,270,682,28.36,71.64
6037219901,Census Tract 2199.01,"Census Tract 2199.01, Los Angeles County, California",6,37,219901,34.0297377,-118.3605226,5234,115,840,30,4179,2.2,16.05,0.57,79.84,1399,362,1037,25.88,74.12
6037219902,Census Tract 2199.02,"Census Tract 2199.02, Los Angeles County, California",6,37,219902,34.02931,-118.368517,4113,143,848,66,2971,3.48,20.62,1.6,72.23,1188,570,618,47.98,52.02
6037220000,Census Tract 2200,"Census Tract 2200, Los Angeles County, California",6,37,220000,34.0278406,-118.3401928,5345,133,2294,129,2645,2.49,42.92,2.41,49.49,1914,685,1229,35.79,64.21
6037220100,Census Tract 2201,"Census Tract 2201, Los Angeles County, California",6,37,220100,34.0251238,-118.3651555,2334,105,1361,141,669,4.5,58.31,6.04,28.66,1000,452,548,45.2,54.8
6037221110,Census Tract 2211.10,"Census Tract 2211.10, Los Angeles County, California",6,37,221110,34.0457195,-118.2878287,3565,87,43,252,3160,2.44,1.21,7.07,88.64,1053,71,982,6.74,93.26
6037221120,Census Tract 2211.20,"Census Tract 2211.20, Los Angeles County, California",6,37,221120,34.0421001,-118.2878972,3373,70,55,60,3157,2.08,1.63,1.78,93.6,842,118,724,14.01,85.99
6037221210,Census Tract 2212.10,"Census Tract 2212.10, Los Angeles County, California",6,37,221210,34.0436623,-118.3028633,3300,93,166,307,2685,2.82,5.03,9.3,81.36,860,185,675,21.51,78.49
6037221220,Census Tract 2212.20,"Census Tract 2212.20, Los Angeles County, California",6,37,221220,34.0435737,-118.2960214,3378,77,70,217,2987,2.28,2.07,6.42,88.43,972,162,810,16.67,83.33
6037221302,Census Tract 2213.02,"Census Tract 2213.02, Los Angeles County, California",6,37,221302,34.0417457,-118.3114921,4403,210,808,355,2949,4.77,18.35,8.06,66.98,1254,171,1083,13.64,86.36
6037221303,Census Tract 2213.03,"Census Tract 2213.03, Los Angeles County, California",6,37,221303,34.0453825,-118.3084384,2551,86,195,282,1958,3.37,7.64,11.05,76.75,729,101,628,13.85,86.15
6037221304,Census Tract 2213.04,"Census Tract 2213.04, Los Angeles County, California",6,37,221304,34.045362,-118.3146461,3319,105,753,611,1796,3.16,22.69,18.41,54.11,1050,70,980,6.67,93.33
